Period,Subject,Type,Cost,randomInput,periodPaid1,periodPaid2,treatmentOrder
14,13,1,46,.5064148,1,11,1
14,14,2,52,.1858326,1,11,1
14,15,2,100,.095444,1,11,1
14,16,1,34,.1709779,1,11,1
15,1,2,32,.4825211,1,11,1
15,2,1,62,.7574685,1,11,1
15,3,2,55,.4565205,1,11,1
15,4,1,42,.0794837,1,11,1
15,5,2,54,.6301245,1,11,1
15,6,2,78,.0663579,1,11,1
15,7,1,30,.2294735,1,11,1
15,8,2,26,.6787156,1,11,1
15,9,1,82,.7860654,1,11,1
15,10,2,49,.4844296,1,11,1
15,11,1,68,.4958427,1,11,1
15,12,1,35,.8671656,1,11,1
15,13,1,98,.4798508,1,11,1
15,14,1,26,.6782899,1,11,1
15,15,2,95,.5262957,1,11,1
15,16,2,24,.5348864,1,11,1
1,1,1,28,.0977523,9,13,2
1,2,1,83,.8974724,9,13,2
1,3,2,35,.7784916,9,13,2
1,4,1,98,.4952545,9,13,2
1,5,1,35,.2459956,9,13,2
1,6,1,93,.6109713,9,13,2
1,7,2,63,.8824164,9,13,2
1,8,2,35,.4950527,9,13,2
1,9,2,20,.5318916,9,13,2
1,10,2,82,.218383,9,13,2
1,11,2,81,.5898271,9,13,2
1,12,1,97,.8656746,9,13,2
1,13,2,11,.0045932,9,13,2
1,14,2,56,.340556,9,13,2
1,15,1,17,.5158044,9,13,2
1,16,1,94,.0844765,9,13,2
2,1,2,64,.8059486,9,13,2
2,2,2,33,.1812156,9,13,2
2,3,2,47,.8821317,9,13,2
2,4,1,37,.1135525,9,13,2
2,5,1,47,.0004837,9,13,2
2,6,2,18,.7127264,9,13,2
2,7,1,54,.1483565,9,13,2
2,8,1,85,.0212026,9,13,2
2,9,1,21,.5789934,9,13,2
2,10,2,60,.8021217,9,13,2
2,11,2,80,.9765765,9,13,2
2,12,2,14,.7134423,9,13,2
2,13,1,44,.2284459,9,13,2
2,14,1,12,.1028815,9,13,2
2,15,1,42,.104138,9,13,2
2,16,2,84,.2296428,9,13,2
3,1,1,91,.8882415,9,13,2
3,2,1,36,.9878387,9,13,2
3,3,2,62,.961916,9,13,2
3,4,1,33,.5954607,9,13,2
3,5,2,67,.8228113,9,13,2
3,6,2,68,.6368247,9,13,2
3,7,1,56,.738736,9,13,2
3,8,1,94,.3460908,9,13,2
3,9,2,78,.0761193,9,13,2
3,10,2,88,.5456679,9,13,2
3,11,1,85,.5469053,9,13,2
3,12,2,61,.8327573,9,13,2
3,13,1,99,.1880602,9,13,2
3,14,2,39,.0879392,9,13,2
3,15,1,34,.706196,9,13,2
3,16,2,61,.9601304,9,13,2
4,1,1,38,.7701411,9,13,2
4,2,2,89,.4459098,9,13,2
4,3,1,33,.0238712,9,13,2
4,4,2,54,.1983698,9,13,2
4,5,1,97,.2056439,9,13,2
4,6,1,23,.9258592,9,13,2
4,7,1,72,.975732,9,13,2
4,8,1,79,.1536338,9,13,2
4,9,2,51,.3768378,9,13,2
4,10,2,68,.4246794,9,13,2
4,11,1,13,.3121336,9,13,2
4,12,2,36,.2900232,9,13,2
4,13,2,41,.1931905,9,13,2
4,14,2,63,.5371883,9,13,2
4,15,1,25,.4394616,9,13,2
4,16,2,44,.6665598,9,13,2
5,1,1,84,.056093,9,13,2
5,2,1,26,.801622,9,13,2
5,3,2,81,.8465881,9,13,2
5,4,1,26,.2613028,9,13,2
5,5,1,81,.5146487,9,13,2
5,6,2,11,.5541931,9,13,2
5,7,2,12,.7567638,9,13,2
5,8,2,69,.8769477,9,13,2
5,9,1,57,.907613,9,13,2
5,10,2,49,.191039,9,13,2
5,11,2,60,.7053156,9,13,2
5,12,1,15,.6696013,9,13,2
5,13,1,89,.7472895,9,13,2
5,14,2,11,.7522973,9,13,2
5,15,1,95,.666998,9,13,2
5,16,2,49,.1165656,9,13,2
6,1,2,27,.6399713,9,13,2
6,2,2,89,.3631561,9,13,2
6,3,1,97,.4028527,9,13,2
6,4,1,27,.0635324,9,13,2
6,5,2,32,.4793939,9,13,2
6,6,2,55,.0242576,9,13,2
6,7,1,15,.4068691,9,13,2
6,8,2,48,.7071295,9,13,2
6,9,1,86,.2296175,9,13,2
6,10,1,31,.7696721,9,13,2
6,11,1,44,.2562928,9,13,2
6,12,1,36,.9582719,9,13,2
6,13,2,24,.6213617,9,13,2
6,14,1,75,.3713441,9,13,2
6,15,2,49,.6081897,9,13,2
6,16,2,39,.6448571,9,13,2
7,1,1,19,.106802,9,13,2
7,2,2,22,.7448354,9,13,2
7,3,2,43,.6915566,9,13,2
7,4,1,56,.6488542,9,13,2
7,5,2,86,.8085991,9,13,2
7,6,1,44,.5327588,9,13,2
7,7,2,69,.0579404,9,13,2
7,8,1,66,.8260949,9,13,2
7,9,2,50,.82503,9,13,2
7,10,1,57,.6006078,9,13,2
7,11,2,68,.2876638,9,13,2
7,12,2,82,.4642173,9,13,2
7,13,2,92,.3221438,9,13,2
7,14,1,36,.2651594,9,13,2
7,15,1,52,.4650888,9,13,2
7,16,1,83,.2298395,9,13,2
8,1,2,16,.9312813,9,13,2
8,2,1,95,.0236822,9,13,2
8,3,2,74,.7358642,9,13,2
8,4,1,75,.9201455,9,13,2
8,5,1,55,.6958467,9,13,2
8,6,2,28,.4848526,9,13,2
8,7,1,85,.5648749,9,13,2
8,8,1,43,.9576051,9,13,2
8,9,2,60,.0682666,9,13,2
8,10,1,16,.461285,9,13,2
8,11,2,88,.8046896,9,13,2
8,12,1,91,.6093826,9,13,2
8,13,2,12,.1050687,9,13,2
8,14,2,69,.1706956,9,13,2
8,15,2,32,.5059019,9,13,2
8,16,1,70,.5636615,9,13,2
9,1,1,16,.4981264,9,13,2
9,2,1,56,.402395,9,13,2
9,3,2,16,.4204024,9,13,2
9,4,2,58,.5926501,9,13,2
9,5,2,45,.5331218,9,13,2
9,6,1,42,.8308604,9,13,2
9,7,2,68,.5624201,9,13,2
9,8,1,63,.2535595,9,13,2
9,9,2,29,.7678974,9,13,2
9,10,1,31,.2832841,9,13,2
9,11,2,98,.3733746,9,13,2
9,12,2,94,.9315137,9,13,2
9,13,2,44,.7435223,9,13,2
9,14,1,31,.6257142,9,13,2
9,15,1,98,.7057405,9,13,2
9,16,1,65,.0016127,9,13,2
10,1,2,11,.9268163,9,13,2
10,2,1,91,.1119021,9,13,2
10,3,1,47,.5706097,9,13,2
10,4,1,61,.6388806,9,13,2
10,5,2,43,.2158114,9,13,2
10,6,1,42,.4081528,9,13,2
10,7,2,41,.8243994,9,13,2
10,8,1,95,.4366594,9,13,2
10,9,2,53,.1422023,9,13,2
10,10,2,57,.1304335,9,13,2
10,11,2,26,.6567103,9,13,2
10,12,1,30,.4838324,9,13,2
10,13,1,96,.1999732,9,13,2
10,14,2,61,.5860606,9,13,2
10,15,1,17,.0380101,9,13,2
10,16,2,53,.7490622,9,13,2
11,1,1,66,.5089517,9,13,2
11,2,2,90,.7289528,9,13,2
11,3,2,53,.3612842,9,13,2
11,4,1,46,.8053334,9,13,2
11,5,1,94,.8475796,9,13,2
11,6,1,94,.7455854,9,13,2
11,7,2,22,.0691994,9,13,2
11,8,2,52,.2475607,9,13,2
11,9,1,14,.347309,9,13,2
11,10,1,44,.597159,9,13,2
11,11,2,35,.1429692,9,13,2
11,12,2,68,.0815251,9,13,2
11,13,2,22,.6084824,9,13,2
11,14,1,74,.9540079,9,13,2
11,15,2,74,.1432191,9,13,2
11,16,1,81,.4402949,9,13,2
12,1,2,59,.7554859,9,13,2
12,2,1,38,.4957975,9,13,2
12,3,1,35,.6749942,9,13,2
12,4,1,94,.6901467,9,13,2
12,5,1,69,.152338,9,13,2
12,6,1,69,.9969068,9,13,2
12,7,2,92,.1998462,9,13,2
12,8,2,98,.3267428,9,13,2
12,9,2,73,.0603799,9,13,2
12,10,2,39,.1587468,9,13,2
12,11,2,82,.1556257,9,13,2
12,12,2,18,.5307066,9,13,2
12,13,1,13,.4866136,9,13,2
12,14,1,60,.3314477,9,13,2
12,15,1,15,.0364081,9,13,2
12,16,2,60,.6915469,9,13,2
13,1,1,20,.5468503,9,13,2
13,2,1,25,.0186564,9,13,2
13,3,2,84,.2141289,9,13,2
13,4,1,72,.1725441,9,13,2
13,5,2,38,.6376591,9,13,2
13,6,2,29,.3120656,9,13,2
13,7,1,65,.0771763,9,13,2
13,8,2,26,.6380009,9,13,2
13,9,2,32,.5749117,9,13,2
13,10,2,49,.8326904,9,13,2
13,11,1,14,.9227425,9,13,2
13,12,1,92,.8504874,9,13,2
13,13,2,63,.639277,9,13,2
13,14,1,80,.0250311,9,13,2
13,15,2,51,.8964967,9,13,2
13,16,1,38,.9618403,9,13,2
14,1,1,48,.8631654,9,13,2
14,2,1,34,.1709779,9,13,2
14,3,2,51,.8201305,9,13,2
14,4,1,59,.3318883,9,13,2
14,5,2,100,.095444,9,13,2
14,6,2,97,.028735,9,13,2
14,7,2,59,.5181106,9,13,2
14,8,2,52,.4544684,9,13,2
14,9,1,94,.7671021,9,13,2
14,10,1,61,.1489056,9,13,2
14,11,1,46,.5064148,9,13,2
14,12,2,53,.0718146,9,13,2
14,13,2,99,.7690814,9,13,2
14,14,1,69,.3644736,9,13,2
14,15,1,26,.2277369,9,13,2
14,16,2,52,.1858326,9,13,2
15,1,1,98,.4798508,9,13,2
15,2,1,68,.4958427,9,13,2
15,3,2,26,.6787156,9,13,2
15,4,2,32,.4825211,9,13,2
15,5,2,54,.6301245,9,13,2
15,6,1,26,.6782899,9,13,2
15,7,2,24,.5348864,9,13,2
15,8,1,35,.8671656,9,13,2
15,9,1,82,.7860654,9,13,2
15,10,2,78,.0663579,9,13,2
15,11,1,42,.0794837,9,13,2
15,12,1,62,.7574685,9,13,2
15,13,1,30,.2294735,9,13,2
15,14,2,55,.4565205,9,13,2
15,15,2,49,.4844296,9,13,2
15,16,2,95,.5262957,9,13,2
1,1,1,98,.4952545,9,13,3
1,2,2,35,.4950527,9,13,3
1,3,1,93,.6109713,9,13,3
1,4,2,11,.0045932,9,13,3
1,5,2,35,.7784916,9,13,3
1,6,2,82,.218383,9,13,3
1,7,2,56,.340556,9,13,3
1,8,2,81,.5898271,9,13,3
1,9,1,17,.5158044,9,13,3
1,10,2,63,.8824164,9,13,3
1,11,1,35,.2459956,9,13,3
1,12,2,20,.5318916,9,13,3
1,13,1,97,.8656746,9,13,3
1,14,1,28,.0977523,9,13,3
1,15,1,83,.8974724,9,13,3
1,16,1,94,.0844765,9,13,3
2,1,2,18,.7127264,9,13,3
2,2,2,14,.7134423,9,13,3
2,3,1,37,.1135525,9,13,3
2,4,1,12,.1028815,9,13,3
2,5,1,85,.0212026,9,13,3
2,6,1,42,.104138,9,13,3
2,7,2,60,.8021217,9,13,3
2,8,2,33,.1812156,9,13,3
2,9,2,47,.8821317,9,13,3
2,10,1,44,.2284459,9,13,3
2,11,2,64,.8059486,9,13,3
2,12,1,54,.1483565,9,13,3
2,13,2,80,.9765765,9,13,3
2,14,2,84,.2296428,9,13,3
2,15,1,47,.0004837,9,13,3
2,16,1,21,.5789934,9,13,3
3,1,2,61,.9601304,9,13,3
3,2,2,78,.0761193,9,13,3
3,3,1,99,.1880602,9,13,3
3,4,1,34,.706196,9,13,3
3,5,1,36,.9878387,9,13,3
3,6,2,62,.961916,9,13,3
3,7,1,33,.5954607,9,13,3
3,8,1,91,.8882415,9,13,3
3,9,1,56,.738736,9,13,3
3,10,2,39,.0879392,9,13,3
3,11,2,67,.8228113,9,13,3
3,12,2,68,.6368247,9,13,3
3,13,1,85,.5469053,9,13,3
3,14,2,61,.8327573,9,13,3
3,15,2,88,.5456679,9,13,3
3,16,1,94,.3460908,9,13,3
4,1,1,33,.0238712,9,13,3
4,2,1,25,.4394616,9,13,3
4,3,2,36,.2900232,9,13,3
4,4,2,63,.5371883,9,13,3
4,5,1,97,.2056439,9,13,3
4,6,2,54,.1983698,9,13,3
4,7,1,79,.1536338,9,13,3
4,8,2,44,.6665598,9,13,3
4,9,1,23,.9258592,9,13,3
4,10,1,38,.7701411,9,13,3
4,11,2,41,.1931905,9,13,3
4,12,2,89,.4459098,9,13,3
4,13,2,68,.4246794,9,13,3
4,14,2,51,.3768378,9,13,3
4,15,1,72,.975732,9,13,3
4,16,1,13,.3121336,9,13,3
5,1,1,15,.6696013,9,13,3
5,2,1,26,.2613028,9,13,3
5,3,2,60,.7053156,9,13,3
5,4,2,11,.5541931,9,13,3
5,5,1,26,.801622,9,13,3
5,6,2,81,.8465881,9,13,3
5,7,1,57,.907613,9,13,3
5,8,2,11,.7522973,9,13,3
5,9,1,81,.5146487,9,13,3
5,10,1,89,.7472895,9,13,3
5,11,2,69,.8769477,9,13,3
5,12,2,49,.191039,9,13,3
5,13,1,95,.666998,9,13,3
5,14,2,49,.1165656,9,13,3
5,15,2,12,.7567638,9,13,3
5,16,1,84,.056093,9,13,3
6,1,1,36,.9582719,9,13,3
6,2,2,49,.6081897,9,13,3
6,3,2,55,.0242576,9,13,3
6,4,2,24,.6213617,9,13,3
6,5,1,44,.2562928,9,13,3
6,6,2,39,.6448571,9,13,3
6,7,1,97,.4028527,9,13,3
6,8,1,15,.4068691,9,13,3
6,9,1,86,.2296175,9,13,3
6,10,2,27,.6399713,9,13,3
6,11,2,32,.4793939,9,13,3
6,12,2,89,.3631561,9,13,3
6,13,2,48,.7071295,9,13,3
6,14,1,75,.3713441,9,13,3
6,15,1,27,.0635324,9,13,3
6,16,1,31,.7696721,9,13,3
7,1,1,36,.2651594,9,13,3
7,2,2,50,.82503,9,13,3
7,3,2,82,.4642173,9,13,3
7,4,2,43,.6915566,9,13,3
7,5,1,83,.2298395,9,13,3
7,6,1,19,.106802,9,13,3
7,7,1,44,.5327588,9,13,3
7,8,1,66,.8260949,9,13,3
7,9,1,52,.4650888,9,13,3
7,10,1,56,.6488542,9,13,3
7,11,1,57,.6006078,9,13,3
7,12,2,69,.0579404,9,13,3
7,13,2,22,.7448354,9,13,3
7,14,2,68,.2876638,9,13,3
7,15,2,86,.8085991,9,13,3
7,16,2,92,.3221438,9,13,3
8,1,1,70,.5636615,9,13,3
8,2,1,75,.9201455,9,13,3
8,3,1,95,.0236822,9,13,3
8,4,2,60,.0682666,9,13,3
8,5,1,16,.461285,9,13,3
8,6,2,69,.1706956,9,13,3
8,7,2,32,.5059019,9,13,3
8,8,2,16,.9312813,9,13,3
8,9,2,12,.1050687,9,13,3
8,10,2,74,.7358642,9,13,3
8,11,1,55,.6958467,9,13,3
8,12,1,43,.9576051,9,13,3
8,13,1,91,.6093826,9,13,3
8,14,2,88,.8046896,9,13,3
8,15,1,85,.5648749,9,13,3
8,16,2,28,.4848526,9,13,3
9,1,2,98,.3733746,9,13,3
9,2,1,31,.6257142,9,13,3
9,3,2,94,.9315137,9,13,3
9,4,1,42,.8308604,9,13,3
9,5,1,31,.2832841,9,13,3
9,6,1,63,.2535595,9,13,3
9,7,2,45,.5331218,9,13,3
9,8,1,65,.0016127,9,13,3
9,9,2,68,.5624201,9,13,3
9,10,2,29,.7678974,9,13,3
9,11,2,58,.5926501,9,13,3
9,12,1,98,.7057405,9,13,3
9,13,1,56,.402395,9,13,3
9,14,2,16,.4204024,9,13,3
9,15,2,44,.7435223,9,13,3
9,16,1,16,.4981264,9,13,3
10,1,2,53,.7490622,9,13,3
10,2,1,91,.1119021,9,13,3
10,3,1,30,.4838324,9,13,3
10,4,1,61,.6388806,9,13,3
10,5,2,41,.8243994,9,13,3
10,6,2,61,.5860606,9,13,3
10,7,1,17,.0380101,9,13,3
10,8,2,57,.1304335,9,13,3
10,9,2,11,.9268163,9,13,3
10,10,2,26,.6567103,9,13,3
10,11,1,96,.1999732,9,13,3
10,12,1,47,.5706097,9,13,3
10,13,1,42,.4081528,9,13,3
10,14,1,95,.4366594,9,13,3
10,15,2,43,.2158114,9,13,3
10,16,2,53,.1422023,9,13,3
11,1,1,66,.5089517,9,13,3
11,2,2,35,.1429692,9,13,3
11,3,1,74,.9540079,9,13,3
11,4,1,46,.8053334,9,13,3
11,5,1,94,.7455854,9,13,3
11,6,1,14,.347309,9,13,3
11,7,2,68,.0815251,9,13,3
11,8,2,52,.2475607,9,13,3
11,9,1,81,.4402949,9,13,3
11,10,2,53,.3612842,9,13,3
11,11,2,22,.0691994,9,13,3
11,12,1,94,.8475796,9,13,3
11,13,2,90,.7289528,9,13,3
11,14,2,74,.1432191,9,13,3
11,15,2,22,.6084824,9,13,3
11,16,1,44,.597159,9,13,3
12,1,2,59,.7554859,9,13,3
12,2,1,35,.6749942,9,13,3
12,3,1,94,.6901467,9,13,3
12,4,2,60,.6915469,9,13,3
12,5,1,60,.3314477,9,13,3
12,6,2,82,.1556257,9,13,3
12,7,1,15,.0364081,9,13,3
12,8,2,39,.1587468,9,13,3
12,9,1,38,.4957975,9,13,3
12,10,1,13,.4866136,9,13,3
12,11,1,69,.9969068,9,13,3
12,12,2,98,.3267428,9,13,3
12,13,2,73,.0603799,9,13,3
12,14,2,18,.5307066,9,13,3
12,15,1,69,.152338,9,13,3
12,16,2,92,.1998462,9,13,3
13,1,1,72,.1725441,9,13,3
13,2,2,29,.3120656,9,13,3
13,3,2,49,.8326904,9,13,3
13,4,1,65,.0771763,9,13,3
13,5,2,51,.8964967,9,13,3
13,6,2,84,.2141289,9,13,3
13,7,1,92,.8504874,9,13,3
13,8,2,63,.639277,9,13,3
13,9,1,38,.9618403,9,13,3
13,10,1,80,.0250311,9,13,3
13,11,2,38,.6376591,9,13,3
13,12,1,14,.9227425,9,13,3
13,13,2,26,.6380009,9,13,3
13,14,2,32,.5749117,9,13,3
13,15,1,25,.0186564,9,13,3
13,16,1,20,.5468503,9,13,3
14,1,1,34,.1709779,9,13,3
14,2,2,97,.028735,9,13,3
14,3,2,99,.7690814,9,13,3
14,4,1,48,.8631654,9,13,3
14,5,1,61,.1489056,9,13,3
14,6,1,46,.5064148,9,13,3
14,7,2,53,.0718146,9,13,3
14,8,2,51,.8201305,9,13,3
14,9,1,69,.3644736,9,13,3
14,10,2,100,.095444,9,13,3
14,11,2,52,.1858326,9,13,3
14,12,1,26,.2277369,9,13,3
14,13,1,94,.7671021,9,13,3
14,14,1,59,.3318883,9,13,3
14,15,2,59,.5181106,9,13,3
14,16,2,52,.4544684,9,13,3
15,1,2,95,.5262957,9,13,3
15,2,2,78,.0663579,9,13,3
15,3,1,35,.8671656,9,13,3
15,4,1,62,.7574685,9,13,3
15,5,2,55,.4565205,9,13,3
15,6,2,26,.6787156,9,13,3
15,7,2,24,.5348864,9,13,3
15,8,2,54,.6301245,9,13,3
15,9,2,49,.4844296,9,13,3
15,10,1,82,.7860654,9,13,3
15,11,1,30,.2294735,9,13,3
15,12,1,98,.4798508,9,13,3
15,13,2,32,.4825211,9,13,3
15,14,1,68,.4958427,9,13,3
15,15,1,26,.6782899,9,13,3
15,16,1,42,.0794837,9,13,3
