Period,Subject,Type,Cost,randomInput,periodPaid1,periodPaid2,treatmentOrder
11,9,2,59,.1319664,4,5,1
11,10,1,53,.5526938,4,5,1
11,11,2,19,.1098672,4,5,1
11,12,1,20,.2187812,4,5,1
11,13,2,49,.0330171,4,5,1
11,14,2,97,.7321576,4,5,1
11,15,1,19,.2280816,4,5,1
11,16,2,83,.508547,4,5,1
12,1,2,61,.4243308,4,5,1
12,2,2,41,.2010877,4,5,1
12,3,1,56,.9804909,4,5,1
12,4,1,87,.4874447,4,5,1
12,5,1,59,.3940342,4,5,1
12,6,2,48,.5205138,4,5,1
12,7,1,95,.0542973,4,5,1
12,8,2,36,.375208,4,5,1
12,9,1,64,.3267417,4,5,1
12,10,2,74,.7934582,4,5,1
12,11,2,22,.3316923,4,5,1
12,12,1,54,.1081855,4,5,1
12,13,2,10,.7391112,4,5,1
12,14,1,24,.8901142,4,5,1
12,15,2,21,.4280517,4,5,1
12,16,1,60,.4525154,4,5,1
13,1,1,91,.2613254,4,5,1
13,2,2,78,.9081658,4,5,1
13,3,1,66,.6691335,4,5,1
13,4,1,24,.6809636,4,5,1
13,5,2,40,.2753767,4,5,1
13,6,2,68,.0032469,4,5,1
13,7,1,43,.5511779,4,5,1
13,8,1,73,.581157,4,5,1
13,9,1,63,.0333215,4,5,1
13,10,1,72,.5427086,4,5,1
13,11,2,67,.8930157,4,5,1
13,12,2,98,.0340056,4,5,1
13,13,2,33,.7320616,4,5,1
13,14,2,81,.6985925,4,5,1
13,15,1,93,.4639055,4,5,1
13,16,2,22,.5208544,4,5,1
14,1,2,10,.1837254,4,5,1
14,2,1,67,.11021,4,5,1
14,3,2,21,.4239439,4,5,1
14,4,1,40,.7390907,4,5,1
14,5,2,60,.3172478,4,5,1
14,6,1,79,.5888565,4,5,1
14,7,2,51,.2198767,4,5,1
14,8,1,32,.2796052,4,5,1
14,9,1,67,.7425148,4,5,1
14,10,1,39,.3625468,4,5,1
14,11,1,88,.6952282,4,5,1
14,12,2,75,.1563946,4,5,1
14,13,1,84,.4860312,4,5,1
14,14,2,70,.7667786,4,5,1
14,15,2,95,.665711,4,5,1
14,16,2,18,.1185035,4,5,1
15,1,1,21,.1246293,4,5,1
15,2,1,13,.8636377,4,5,1
15,3,1,45,.8638574,4,5,1
15,4,2,92,.1667898,4,5,1
15,5,1,67,.1148953,4,5,1
15,6,2,87,.1018553,4,5,1
15,7,2,20,.4733465,4,5,1
15,8,2,29,.9125113,4,5,1
15,9,1,83,.9070216,4,5,1
15,10,2,68,.6337938,4,5,1
15,11,2,87,.9813586,4,5,1
15,12,1,74,.9524533,4,5,1
15,13,1,34,.2240932,4,5,1
15,14,2,24,.0379186,4,5,1
15,15,1,12,.0467641,4,5,1
15,16,2,10,.3123098,4,5,1
16,1,1,12,.2227387,4,5,1
16,2,2,54,.6690106,4,5,1
16,3,1,86,.2466363,4,5,1
16,4,2,24,.4315259,4,5,1
16,5,1,96,.9583573,4,5,1
16,6,2,36,.5093364,4,5,1
16,7,1,35,.483095,4,5,1
16,8,2,67,.9904954,4,5,1
16,9,2,47,.9679931,4,5,1
16,10,2,51,.3896321,4,5,1
16,11,1,11,.5610059,4,5,1
16,12,2,87,.8000268,4,5,1
16,13,2,73,.4815135,4,5,1
16,14,1,23,.7263433,4,5,1
16,15,1,20,.1534327,4,5,1
16,16,1,68,.2297631,4,5,1
17,1,1,77,.1318356,4,5,1
17,2,2,25,.0100695,4,5,1
17,3,2,86,.5553875,4,5,1
17,4,2,29,.4029126,4,5,1
17,5,1,68,.6325682,4,5,1
17,6,1,68,.2410429,4,5,1
17,7,2,35,.9535829,4,5,1
17,8,1,71,.5798293,4,5,1
17,9,2,16,.7421886,4,5,1
17,10,1,57,.6914436,4,5,1
17,11,2,16,.9291739,4,5,1
17,12,1,27,.6453072,4,5,1
17,13,1,43,.506402,4,5,1
17,14,2,90,.8962677,4,5,1
17,15,2,13,.9711406,4,5,1
17,16,1,52,.3985493,4,5,1
18,1,1,34,.8743435,4,5,1
18,2,2,55,.5659409,4,5,1
18,3,2,18,.6148774,4,5,1
18,4,1,63,.255042,4,5,1
18,5,2,34,.140067,4,5,1
18,6,2,85,.8981177,4,5,1
18,7,1,31,.6951202,4,5,1
18,8,1,98,.4253943,4,5,1
18,9,2,35,.3885229,4,5,1
18,10,1,20,.2983568,4,5,1
18,11,1,91,.598187,4,5,1
18,12,2,80,.4992365,4,5,1
18,13,2,92,.2744023,4,5,1
18,14,2,60,.8923402,4,5,1
18,15,1,30,.6344887,4,5,1
18,16,1,37,.2552511,4,5,1
19,1,2,41,.7420686,4,5,1
19,2,1,17,.3649006,4,5,1
19,3,1,59,.296273,4,5,1
19,4,1,14,.2309079,4,5,1
19,5,1,23,.210484,4,5,1
19,6,2,27,.7066461,4,5,1
19,7,1,65,.8723017,4,5,1
19,8,2,64,.0770059,4,5,1
19,9,2,13,.8551741,4,5,1
19,10,2,17,.7733414,4,5,1
19,11,1,78,.0788721,4,5,1
19,12,1,100,.2401475,4,5,1
19,13,2,56,.3670959,4,5,1
19,14,2,14,.5950937,4,5,1
19,15,1,12,.8938838,4,5,1
19,16,2,45,.9461389,4,5,1
20,1,2,65,.84085,4,5,1
20,2,1,53,.8489968,4,5,1
20,3,1,48,.5021264,4,5,1
20,4,2,55,.47137,4,5,1
20,5,2,50,.5997291,4,5,1
20,6,2,47,.7667142,4,5,1
20,7,1,70,.7439027,4,5,1
20,8,2,22,.2324884,4,5,1
20,9,1,10,.1068264,4,5,1
20,10,2,69,.7986785,4,5,1
20,11,2,51,.793731,4,5,1
20,12,1,53,.2588921,4,5,1
20,13,1,43,.4164613,4,5,1
20,14,1,27,.9406366,4,5,1
20,15,2,48,.3588895,4,5,1
20,16,1,46,.2284823,4,5,1
1,1,1,67,.1923578,2,4,2
1,2,1,98,.2832353,2,4,2
1,3,2,63,.6006024,2,4,2
1,4,1,68,.4002224,2,4,2
1,5,2,71,.2562496,2,4,2
1,6,2,47,.809414,2,4,2
1,7,2,35,.9774162,2,4,2
1,8,1,98,.7206018,2,4,2
1,9,1,19,.4522409,2,4,2
1,10,1,35,.4440903,2,4,2
1,11,1,38,.4849251,2,4,2
1,12,2,15,.0408524,2,4,2
1,13,1,16,.167461,2,4,2
1,14,2,19,.6389627,2,4,2
1,15,2,78,.0036497,2,4,2
1,16,2,81,.3250756,2,4,2
2,1,1,70,.4928644,2,4,2
2,2,1,48,.7617334,2,4,2
2,3,2,72,.532102,2,4,2
2,4,2,75,.9760678,2,4,2
2,5,2,41,.8244756,2,4,2
2,6,1,47,.8998217,2,4,2
2,7,2,28,.5014899,2,4,2
2,8,2,26,.4891476,2,4,2
2,9,1,43,.6292479,2,4,2
2,10,1,83,.1211363,2,4,2
2,11,1,85,.3965322,2,4,2
2,12,2,79,.2248092,2,4,2
2,13,1,85,.3344677,2,4,2
2,14,2,76,.6519851,2,4,2
2,15,1,13,.7693293,2,4,2
2,16,2,37,.260048,2,4,2
3,1,2,77,.7802744,2,4,2
3,2,1,29,.1152318,2,4,2
3,3,1,30,.7204812,2,4,2
3,4,2,73,.7111534,2,4,2
3,5,2,68,.931536,2,4,2
3,6,1,11,.0951215,2,4,2
3,7,1,14,.8724302,2,4,2
3,8,1,19,.7840273,2,4,2
3,9,2,86,.4124513,2,4,2
3,10,2,19,.6865453,2,4,2
3,11,1,71,.5532488,2,4,2
3,12,2,55,.3783554,2,4,2
3,13,1,49,.3953375,2,4,2
3,14,1,78,.1905014,2,4,2
3,15,2,64,.5103934,2,4,2
3,16,2,13,.3404004,2,4,2
4,1,1,59,.5640696,2,4,2
4,2,1,76,.0098755,2,4,2
4,3,2,80,.2610185,2,4,2
4,4,2,39,.7281582,2,4,2
4,5,2,74,.1056593,2,4,2
4,6,1,88,.7679735,2,4,2
4,7,2,29,.8682166,2,4,2
4,8,2,46,.9666455,2,4,2
4,9,1,37,.8079574,2,4,2
4,10,2,38,.7671494,2,4,2
4,11,1,28,.3085807,2,4,2
4,12,1,12,.6693043,2,4,2
4,13,2,27,.5816357,2,4,2
4,14,1,86,.1998734,2,4,2
4,15,1,15,.0951625,2,4,2
4,16,2,19,.9414803,2,4,2
5,1,2,82,.6771978,2,4,2
5,2,2,88,.4723901,2,4,2
5,3,1,32,.8228999,2,4,2
5,4,1,77,.7320037,2,4,2
5,5,1,40,.7254373,2,4,2
5,6,2,44,.652207,2,4,2
5,7,2,69,.7070116,2,4,2
5,8,1,23,.4104131,2,4,2
5,9,2,29,.8242807,2,4,2
5,10,1,29,.4199398,2,4,2
5,11,2,55,.7276732,2,4,2
5,12,1,59,.9840873,2,4,2
5,13,1,98,.3603221,2,4,2
5,14,1,42,.7710214,2,4,2
5,15,2,66,.2246233,2,4,2
5,16,2,97,.7255631,2,4,2
6,1,2,68,.7822655,2,4,2
6,2,1,59,.970094,2,4,2
6,3,1,90,.7401124,2,4,2
6,4,1,50,.241094,2,4,2
6,5,1,15,.738974,2,4,2
6,6,2,74,.1097488,2,4,2
6,7,1,13,.3304172,2,4,2
6,8,2,11,.1948612,2,4,2
6,9,2,40,.4426736,2,4,2
6,10,1,12,.0049663,2,4,2
6,11,1,82,.4448381,2,4,2
6,12,2,30,.326678,2,4,2
6,13,2,73,.1955574,2,4,2
6,14,2,72,.5278621,2,4,2
6,15,2,14,.7447639,2,4,2
6,16,1,30,.1213935,2,4,2
7,1,2,69,.5232733,2,4,2
7,2,1,16,.30088,2,4,2
7,3,2,64,.3496216,2,4,2
7,4,1,65,.007447,2,4,2
7,5,1,66,.9615353,2,4,2
7,6,2,59,.2275975,2,4,2
7,7,1,58,.7526801,2,4,2
7,8,2,28,.6866877,2,4,2
7,9,1,88,.2142393,2,4,2
7,10,2,20,.05233,2,4,2
7,11,1,92,.9812971,2,4,2
7,12,1,89,.9864318,2,4,2
7,13,2,51,.9123639,2,4,2
7,14,2,67,.4370196,2,4,2
7,15,1,67,.6551656,2,4,2
7,16,2,70,.9588686,2,4,2
8,1,2,49,.4732074,2,4,2
8,2,1,44,.8765048,2,4,2
8,3,2,24,.5160652,2,4,2
8,4,2,63,.4007832,2,4,2
8,5,1,56,.6998363,2,4,2
8,6,1,88,.3081646,2,4,2
8,7,2,89,.723155,2,4,2
8,8,2,24,.3937946,2,4,2
8,9,1,48,.8369649,2,4,2
8,10,1,65,.11286,2,4,2
8,11,2,48,.5284308,2,4,2
8,12,1,14,.1384864,2,4,2
8,13,2,73,.3138035,2,4,2
8,14,2,34,.4092225,2,4,2
8,15,1,50,.9292839,2,4,2
8,16,1,18,.9620849,2,4,2
9,1,2,53,.0248405,2,4,2
9,2,1,54,.8191228,2,4,2
9,3,2,55,.6159594,2,4,2
9,4,2,39,.4438559,2,4,2
9,5,1,33,.7153805,2,4,2
9,6,2,15,.0695252,2,4,2
9,7,1,32,.701764,2,4,2
9,8,1,77,.2718628,2,4,2
9,9,1,45,.7381268,2,4,2
9,10,2,83,.9011157,2,4,2
9,11,2,43,.7036682,2,4,2
9,12,2,61,.6579552,2,4,2
9,13,1,67,.2685848,2,4,2
9,14,1,24,.5317161,2,4,2
9,15,2,77,.7478908,2,4,2
9,16,1,87,.7003322,2,4,2
10,1,1,99,.6638318,2,4,2
10,2,2,68,.8457798,2,4,2
10,3,2,80,.7151526,2,4,2
10,4,1,73,.0186393,2,4,2
10,5,2,57,.7907952,2,4,2
10,6,1,79,.6972111,2,4,2
10,7,2,17,.3514897,2,4,2
10,8,2,17,.3861263,2,4,2
10,9,1,11,.870948,2,4,2
10,10,2,69,.568721,2,4,2
10,11,2,83,.2476826,2,4,2
10,12,2,66,.7395936,2,4,2
10,13,1,33,.1417144,2,4,2
10,14,1,16,.2258533,2,4,2
10,15,1,72,.1413731,2,4,2
10,16,1,98,.873254,2,4,2
11,1,1,70,.3925165,2,4,2
11,2,1,20,.2187812,2,4,2
11,3,2,19,.4233325,2,4,2
11,4,2,83,.508547,2,4,2
11,5,2,49,.0330171,2,4,2
11,6,1,75,.774129,2,4,2
11,7,2,59,.1319664,2,4,2
11,8,2,97,.7321576,2,4,2
11,9,2,27,.5846358,2,4,2
11,10,1,79,.3600729,2,4,2
11,11,1,19,.2357,2,4,2
11,12,1,53,.5526938,2,4,2
11,13,1,19,.2280816,2,4,2
11,14,1,49,.4387624,2,4,2
11,15,2,52,.3745485,2,4,2
11,16,2,19,.1098672,2,4,2
12,1,1,59,.3940342,2,4,2
12,2,2,21,.4280517,2,4,2
12,3,2,36,.375208,2,4,2
12,4,1,95,.0542973,2,4,2
12,5,1,64,.3267417,2,4,2
12,6,2,61,.4243308,2,4,2
12,7,1,54,.1081855,2,4,2
12,8,1,56,.9804909,2,4,2
12,9,2,41,.2010877,2,4,2
12,10,1,60,.4525154,2,4,2
12,11,2,22,.3316923,2,4,2
12,12,2,48,.5205138,2,4,2
12,13,2,10,.7391112,2,4,2
12,14,2,74,.7934582,2,4,2
12,15,1,24,.8901142,2,4,2
12,16,1,87,.4874447,2,4,2
13,1,2,68,.0032469,2,4,2
13,2,1,72,.5427086,2,4,2
13,3,2,98,.0340056,2,4,2
13,4,1,66,.6691335,2,4,2
13,5,2,22,.5208544,2,4,2
13,6,2,78,.9081658,2,4,2
13,7,2,81,.6985925,2,4,2
13,8,2,40,.2753767,2,4,2
13,9,1,43,.5511779,2,4,2
13,10,2,67,.8930157,2,4,2
13,11,2,33,.7320616,2,4,2
13,12,1,63,.0333215,2,4,2
13,13,1,24,.6809636,2,4,2
13,14,1,93,.4639055,2,4,2
13,15,1,73,.581157,2,4,2
13,16,1,91,.2613254,2,4,2
14,1,2,60,.3172478,2,4,2
14,2,2,51,.2198767,2,4,2
14,3,1,39,.3625468,2,4,2
14,4,1,79,.5888565,2,4,2
14,5,1,88,.6952282,2,4,2
14,6,2,10,.1837254,2,4,2
14,7,1,32,.2796052,2,4,2
14,8,2,21,.4239439,2,4,2
14,9,1,67,.7425148,2,4,2
14,10,2,18,.1185035,2,4,2
14,11,2,70,.7667786,2,4,2
14,12,1,84,.4860312,2,4,2
14,13,2,95,.665711,2,4,2
14,14,2,75,.1563946,2,4,2
14,15,1,40,.7390907,2,4,2
14,16,1,67,.11021,2,4,2
15,1,2,10,.3123098,2,4,2
15,2,1,34,.2240932,2,4,2
15,3,2,24,.0379186,2,4,2
15,4,2,92,.1667898,2,4,2
15,5,1,13,.8636377,2,4,2
15,6,1,74,.9524533,2,4,2
15,7,1,12,.0467641,2,4,2
15,8,2,29,.9125113,2,4,2
15,9,1,67,.1148953,2,4,2
15,10,2,20,.4733465,2,4,2
15,11,1,45,.8638574,2,4,2
15,12,2,68,.6337938,2,4,2
15,13,2,87,.1018553,2,4,2
15,14,2,87,.9813586,2,4,2
15,15,1,21,.1246293,2,4,2
15,16,1,83,.9070216,2,4,2
16,1,2,36,.5093364,2,4,2
16,2,1,35,.483095,2,4,2
16,3,1,20,.1534327,2,4,2
16,4,1,12,.2227387,2,4,2
16,5,2,67,.9904954,2,4,2
16,6,1,11,.5610059,2,4,2
16,7,1,96,.9583573,2,4,2
16,8,2,87,.8000268,2,4,2
16,9,1,23,.7263433,2,4,2
16,10,2,73,.4815135,2,4,2
16,11,2,54,.6690106,2,4,2
16,12,2,47,.9679931,2,4,2
16,13,1,86,.2466363,2,4,2
16,14,1,68,.2297631,2,4,2
16,15,2,51,.3896321,2,4,2
16,16,2,24,.4315259,2,4,2
17,1,1,77,.1318356,2,4,2
17,2,1,43,.506402,2,4,2
17,3,2,25,.0100695,2,4,2
17,4,1,68,.2410429,2,4,2
17,5,2,29,.4029126,2,4,2
17,6,2,35,.9535829,2,4,2
17,7,1,27,.6453072,2,4,2
17,8,1,71,.5798293,2,4,2
17,9,1,57,.6914436,2,4,2
17,10,2,90,.8962677,2,4,2
17,11,2,86,.5553875,2,4,2
17,12,2,16,.9291739,2,4,2
17,13,2,16,.7421886,2,4,2
17,14,1,52,.3985493,2,4,2
17,15,1,68,.6325682,2,4,2
17,16,2,13,.9711406,2,4,2
18,1,2,18,.6148774,2,4,2
18,2,2,35,.3885229,2,4,2
18,3,2,80,.4992365,2,4,2
18,4,1,98,.4253943,2,4,2
18,5,1,31,.6951202,2,4,2
18,6,2,85,.8981177,2,4,2
18,7,1,91,.598187,2,4,2
18,8,1,30,.6344887,2,4,2
18,9,1,63,.255042,2,4,2
18,10,1,20,.2983568,2,4,2
18,11,2,55,.5659409,2,4,2
18,12,2,92,.2744023,2,4,2
18,13,1,34,.8743435,2,4,2
18,14,1,37,.2552511,2,4,2
18,15,2,34,.140067,2,4,2
18,16,2,60,.8923402,2,4,2
19,1,2,64,.0770059,2,4,2
19,2,1,78,.0788721,2,4,2
19,3,1,65,.8723017,2,4,2
19,4,2,41,.7420686,2,4,2
19,5,2,56,.3670959,2,4,2
19,6,1,100,.2401475,2,4,2
19,7,2,14,.5950937,2,4,2
19,8,2,27,.7066461,2,4,2
19,9,2,13,.8551741,2,4,2
19,10,1,59,.296273,2,4,2
19,11,2,45,.9461389,2,4,2
19,12,2,17,.7733414,2,4,2
19,13,1,23,.210484,2,4,2
19,14,1,12,.8938838,2,4,2
19,15,1,14,.2309079,2,4,2
19,16,1,17,.3649006,2,4,2
20,1,2,22,.2324884,2,4,2
20,2,2,47,.7667142,2,4,2
20,3,2,50,.5997291,2,4,2
20,4,1,70,.7439027,2,4,2
20,5,1,53,.2588921,2,4,2
20,6,2,55,.47137,2,4,2
20,7,2,65,.84085,2,4,2
20,8,1,46,.2284823,2,4,2
20,9,1,10,.1068264,2,4,2
20,10,2,69,.7986785,2,4,2
20,11,1,53,.8489968,2,4,2
20,12,1,43,.4164613,2,4,2
20,13,1,48,.5021264,2,4,2
20,14,2,48,.3588895,2,4,2
20,15,1,27,.9406366,2,4,2
20,16,2,51,.793731,2,4,2
1,1,1,68,.4002224,1,8,3
1,2,1,19,.4522409,1,8,3
1,3,1,38,.4849251,1,8,3
1,4,2,15,.0408524,1,8,3
1,5,2,81,.3250756,1,8,3
1,6,2,19,.6389627,1,8,3
1,7,1,98,.2832353,1,8,3
1,8,1,67,.1923578,1,8,3
1,9,2,35,.9774162,1,8,3
1,10,1,98,.7206018,1,8,3
1,11,1,35,.4440903,1,8,3
1,12,1,16,.167461,1,8,3
1,13,2,47,.809414,1,8,3
1,14,2,63,.6006024,1,8,3
1,15,2,71,.2562496,1,8,3
1,16,2,78,.0036497,1,8,3
2,1,2,75,.9760678,1,8,3
2,2,1,48,.7617334,1,8,3
2,3,1,13,.7693293,1,8,3
2,4,1,43,.6292479,1,8,3
2,5,1,83,.1211363,1,8,3
2,6,2,28,.5014899,1,8,3
2,7,1,85,.3344677,1,8,3
2,8,1,70,.4928644,1,8,3
2,9,1,47,.8998217,1,8,3
2,10,2,41,.8244756,1,8,3
2,11,1,85,.3965322,1,8,3
2,12,2,37,.260048,1,8,3
2,13,2,72,.532102,1,8,3
2,14,2,79,.2248092,1,8,3
2,15,2,26,.4891476,1,8,3
2,16,2,76,.6519851,1,8,3
3,1,1,30,.7204812,1,8,3
3,2,2,19,.6865453,1,8,3
3,3,2,13,.3404004,1,8,3
3,4,2,77,.7802744,1,8,3
3,5,1,14,.8724302,1,8,3
3,6,2,86,.4124513,1,8,3
3,7,1,11,.0951215,1,8,3
3,8,2,55,.3783554,1,8,3
3,9,2,68,.931536,1,8,3
3,10,1,78,.1905014,1,8,3
3,11,1,49,.3953375,1,8,3
3,12,1,71,.5532488,1,8,3
3,13,1,19,.7840273,1,8,3
3,14,1,29,.1152318,1,8,3
3,15,2,64,.5103934,1,8,3
3,16,2,73,.7111534,1,8,3
4,1,2,74,.1056593,1,8,3
4,2,2,80,.2610185,1,8,3
4,3,1,12,.6693043,1,8,3
4,4,2,38,.7671494,1,8,3
4,5,1,59,.5640696,1,8,3
4,6,2,27,.5816357,1,8,3
4,7,1,15,.0951625,1,8,3
4,8,2,19,.9414803,1,8,3
4,9,1,37,.8079574,1,8,3
4,10,2,39,.7281582,1,8,3
4,11,1,88,.7679735,1,8,3
4,12,1,28,.3085807,1,8,3
4,13,2,46,.9666455,1,8,3
4,14,1,76,.0098755,1,8,3
4,15,2,29,.8682166,1,8,3
4,16,1,86,.1998734,1,8,3
5,1,1,77,.7320037,1,8,3
5,2,1,59,.9840873,1,8,3
5,3,2,29,.8242807,1,8,3
5,4,1,98,.3603221,1,8,3
5,5,1,23,.4104131,1,8,3
5,6,1,29,.4199398,1,8,3
5,7,2,55,.7276732,1,8,3
5,8,1,32,.8228999,1,8,3
5,9,2,66,.2246233,1,8,3
5,10,2,97,.7255631,1,8,3
5,11,2,82,.6771978,1,8,3
5,12,1,42,.7710214,1,8,3
5,13,1,40,.7254373,1,8,3
5,14,2,88,.4723901,1,8,3
5,15,2,44,.652207,1,8,3
5,16,2,69,.7070116,1,8,3
6,1,2,40,.4426736,1,8,3
6,2,1,82,.4448381,1,8,3
6,3,1,90,.7401124,1,8,3
6,4,2,73,.1955574,1,8,3
6,5,2,14,.7447639,1,8,3
6,6,1,30,.1213935,1,8,3
6,7,2,11,.1948612,1,8,3
6,8,1,13,.3304172,1,8,3
6,9,1,59,.970094,1,8,3
6,10,2,30,.326678,1,8,3
6,11,2,72,.5278621,1,8,3
6,12,1,50,.241094,1,8,3
6,13,1,12,.0049663,1,8,3
6,14,2,68,.7822655,1,8,3
6,15,1,15,.738974,1,8,3
6,16,2,74,.1097488,1,8,3
