Period,Subject,Type,Cost,randomInput,periodPaid1,periodPaid2,treatmentOrder
6,13,2,39,.148291,11,12,1
6,14,2,94,.8231237,11,12,1
6,15,2,23,.3840964,11,12,1
6,16,2,12,.9813177,11,12,1
7,1,2,67,.842234,11,12,1
7,2,1,59,.4010989,11,12,1
7,3,1,72,.5821747,11,12,1
7,4,1,15,.5541385,11,12,1
7,5,2,55,.4525554,11,12,1
7,6,1,44,.2832283,11,12,1
7,7,1,76,.2887424,11,12,1
7,8,2,95,.284959,11,12,1
7,9,1,17,.2845413,11,12,1
7,10,2,74,.0527052,11,12,1
7,11,1,30,.5283526,11,12,1
7,12,2,12,.608602,11,12,1
7,13,2,94,.7267466,11,12,1
7,14,2,70,.7336944,11,12,1
7,15,1,83,.4311756,11,12,1
7,16,2,15,.7914134,11,12,1
8,1,2,48,.5488644,11,12,1
8,2,1,93,.9685221,11,12,1
8,3,2,20,.4671288,11,12,1
8,4,2,30,.2755491,11,12,1
8,5,1,26,.7568607,11,12,1
8,6,1,88,.6786268,11,12,1
8,7,1,23,.7853706,11,12,1
8,8,1,12,.3679493,11,12,1
8,9,1,66,.7954465,11,12,1
8,10,2,59,.9940206,11,12,1
8,11,2,10,.8402669,11,12,1
8,12,2,41,.3637555,11,12,1
8,13,1,63,.4106997,11,12,1
8,14,2,100,.6252518,11,12,1
8,15,1,13,.2019281,11,12,1
8,16,2,51,.1435053,11,12,1
9,1,1,68,.4215053,11,12,1
9,2,2,23,.269839,11,12,1
9,3,1,82,.1027082,11,12,1
9,4,2,83,.7626422,11,12,1
9,5,1,20,.0313158,11,12,1
9,6,1,74,.8388865,11,12,1
9,7,1,22,.8408956,11,12,1
9,8,1,18,.3408503,11,12,1
9,9,2,35,.9147505,11,12,1
9,10,2,30,.3055966,11,12,1
9,11,2,77,.7363326,11,12,1
9,12,2,82,.9806938,11,12,1
9,13,1,90,.6499118,11,12,1
9,14,2,58,.5920267,11,12,1
9,15,1,92,.7077398,11,12,1
9,16,2,62,.1212673,11,12,1
10,1,2,18,.323965,11,12,1
10,2,1,59,.964055,11,12,1
10,3,1,72,.1092122,11,12,1
10,4,1,97,.0351866,11,12,1
10,5,1,99,.0739016,11,12,1
10,6,1,35,.8974753,11,12,1
10,7,2,24,.1534376,11,12,1
10,8,2,14,.6066508,11,12,1
10,9,2,72,.0829659,11,12,1
10,10,2,38,.7782474,11,12,1
10,11,2,54,.2754033,11,12,1
10,12,1,40,.4955952,11,12,1
10,13,1,73,.4668144,11,12,1
10,14,1,69,.1778586,11,12,1
10,15,2,71,.3517526,11,12,1
10,16,2,37,.754348,11,12,1
11,1,1,41,.353694,11,12,1
11,2,2,27,.0790916,11,12,1
11,3,2,88,.3016015,11,12,1
11,4,1,16,.1138904,11,12,1
11,5,1,76,.7706648,11,12,1
11,6,1,36,.1347554,11,12,1
11,7,2,22,.7753702,11,12,1
11,8,1,41,.4588843,11,12,1
11,9,1,71,.1144061,11,12,1
11,10,2,46,.1094878,11,12,1
11,11,2,19,.7914101,11,12,1
11,12,2,92,.3897634,11,12,1
11,13,2,94,.2371575,11,12,1
11,14,1,57,.5062819,11,12,1
11,15,1,70,.3937298,11,12,1
11,16,2,28,.5306021,11,12,1
12,1,1,12,.7948115,11,12,1
12,2,1,87,.7156717,11,12,1
12,3,2,97,.0979397,11,12,1
12,4,2,54,.1593564,11,12,1
12,5,1,75,.6431869,11,12,1
12,6,1,89,.4608858,11,12,1
12,7,2,80,.1037989,11,12,1
12,8,1,76,.0039238,11,12,1
12,9,2,34,.3070322,11,12,1
12,10,2,73,.9633947,11,12,1
12,11,2,23,.5562196,11,12,1
12,12,2,44,.6261198,11,12,1
12,13,1,15,.696171,11,12,1
12,14,2,71,.0093482,11,12,1
12,15,1,70,.2143745,11,12,1
12,16,1,63,.226644,11,12,1
13,1,2,78,.849637,11,12,1
13,2,1,41,.876874,11,12,1
13,3,2,76,.6071975,11,12,1
13,4,2,23,.1724444,11,12,1
13,5,1,44,.2535094,11,12,1
13,6,2,47,.2794442,11,12,1
13,7,1,43,.6698551,11,12,1
13,8,2,91,.5512432,11,12,1
13,9,1,54,.0080404,11,12,1
13,10,1,83,.0958055,11,12,1
13,11,2,15,.9747781,11,12,1
13,12,1,52,.017521,11,12,1
13,13,1,20,.9065226,11,12,1
13,14,1,68,.9613556,11,12,1
13,15,2,22,.3183086,11,12,1
13,16,2,56,.3683435,11,12,1
14,1,1,52,.0308762,11,12,1
14,2,2,36,.8934932,11,12,1
14,3,1,21,.5766667,11,12,1
14,4,1,76,.971835,11,12,1
14,5,1,28,.4575654,11,12,1
14,6,2,92,.518792,11,12,1
14,7,1,49,.085043,11,12,1
14,8,2,21,.6459563,11,12,1
14,9,2,86,.9144869,11,12,1
14,10,2,72,.2134275,11,12,1
14,11,1,50,.2307561,11,12,1
14,12,2,63,.6023743,11,12,1
14,13,2,52,.3633887,11,12,1
14,14,1,45,.8554929,11,12,1
14,15,1,76,.2855972,11,12,1
14,16,2,45,.2347096,11,12,1
15,1,1,94,.1271393,11,12,1
15,2,2,59,.2617547,11,12,1
15,3,2,64,.9555669,11,12,1
15,4,2,86,.591078,11,12,1
15,5,1,11,.4667638,11,12,1
15,6,1,59,.4459509,11,12,1
15,7,1,40,.3826524,11,12,1
15,8,2,38,.8028616,11,12,1
15,9,2,37,.1576552,11,12,1
15,10,2,22,.9495077,11,12,1
15,11,1,38,.402478,11,12,1
15,12,2,97,.171014,11,12,1
15,13,1,23,.7525213,11,12,1
15,14,1,39,.4398771,11,12,1
15,15,1,28,.0671826,11,12,1
15,16,2,29,.2012949,11,12,1
1,1,2,14,.5022195,12,15,2
1,2,1,46,.961487,12,15,2
1,3,1,76,.4414538,12,15,2
1,4,1,99,.0952958,12,15,2
1,5,2,40,.7314464,12,15,2
1,6,2,96,.1788592,12,15,2
1,7,1,94,.4529183,12,15,2
1,8,1,24,.1699673,12,15,2
1,9,2,60,.3509304,12,15,2
1,10,2,74,.0015232,12,15,2
1,11,2,32,.7634848,12,15,2
1,12,2,13,.5201023,12,15,2
1,13,2,87,.9161975,12,15,2
1,14,1,31,.1647728,12,15,2
1,15,1,18,.0317368,12,15,2
1,16,1,32,.7518655,12,15,2
2,1,2,72,.020402,12,15,2
2,2,1,72,.5803819,12,15,2
2,3,1,50,.6740665,12,15,2
2,4,1,13,.7448623,12,15,2
2,5,1,22,.2712428,12,15,2
2,6,1,31,.8210594,12,15,2
2,7,1,35,.5602948,12,15,2
2,8,2,52,.6836332,12,15,2
2,9,2,42,.8416101,12,15,2
2,10,1,81,.9536215,12,15,2
2,11,2,34,.5712701,12,15,2
2,12,1,99,.1415879,12,15,2
2,13,2,90,.3292618,12,15,2
2,14,2,91,.8267107,12,15,2
2,15,2,61,.6912922,12,15,2
2,16,2,65,.5548218,12,15,2
3,1,1,54,.4104163,12,15,2
3,2,1,41,.2485197,12,15,2
3,3,2,32,.5029486,12,15,2
3,4,2,76,.9755218,12,15,2
3,5,2,48,.9599889,12,15,2
3,6,1,18,.5848833,12,15,2
3,7,2,16,.9266983,12,15,2
3,8,2,89,.4190497,12,15,2
3,9,1,81,.8724354,12,15,2
3,10,1,31,.0958702,12,15,2
3,11,1,65,.6769886,12,15,2
3,12,2,31,.0385286,12,15,2
3,13,1,94,.3637393,12,15,2
3,14,2,56,.8856759,12,15,2
3,15,1,89,.5783556,12,15,2
3,16,2,70,.0714651,12,15,2
4,1,1,76,.0935248,12,15,2
4,2,2,84,.8759403,12,15,2
4,3,1,47,.8831183,12,15,2
4,4,2,59,.5756714,12,15,2
4,5,1,91,.4735135,12,15,2
4,6,2,80,.4443292,12,15,2
4,7,1,22,.6361508,12,15,2
4,8,2,89,.224512,12,15,2
4,9,2,35,.6875588,12,15,2
4,10,1,34,.1022291,12,15,2
4,11,1,52,.4234305,12,15,2
4,12,2,69,.7769771,12,15,2
4,13,2,38,.1989157,12,15,2
4,14,1,61,.2878366,12,15,2
4,15,1,53,.4541812,12,15,2
4,16,2,15,.0090645,12,15,2
5,1,2,28,.987865,12,15,2
5,2,2,51,.4408905,12,15,2
5,3,2,85,.0515454,12,15,2
5,4,1,55,.259149,12,15,2
5,5,2,57,.0835889,12,15,2
5,6,1,50,.3212776,12,15,2
5,7,1,39,.3477806,12,15,2
5,8,1,22,.0695995,12,15,2
5,9,1,90,.9578641,12,15,2
5,10,1,72,.4807743,12,15,2
5,11,2,18,.6742172,12,15,2
5,12,1,81,.4128832,12,15,2
5,13,2,40,.9138075,12,15,2
5,14,1,12,.9899358,12,15,2
5,15,2,96,.3371567,12,15,2
5,16,2,33,.1999933,12,15,2
6,1,1,44,.0825995,12,15,2
6,2,2,39,.148291,12,15,2
6,3,1,56,.2066208,12,15,2
6,4,2,23,.3840964,12,15,2
6,5,1,60,.6013191,12,15,2
6,6,2,26,.3628048,12,15,2
6,7,2,43,.7213255,12,15,2
6,8,1,93,.5443306,12,15,2
6,9,1,20,.2967531,12,15,2
6,10,2,94,.8231237,12,15,2
6,11,1,79,.0605405,12,15,2
6,12,1,54,.3890064,12,15,2
6,13,2,12,.9813177,12,15,2
6,14,1,51,.9992853,12,15,2
6,15,2,12,.7551962,12,15,2
6,16,2,43,.6309806,12,15,2
7,1,2,12,.608602,12,15,2
7,2,1,83,.4311756,12,15,2
7,3,1,72,.5821747,12,15,2
7,4,2,95,.284959,12,15,2
7,5,2,94,.7267466,12,15,2
7,6,1,59,.4010989,12,15,2
7,7,1,44,.2832283,12,15,2
7,8,1,15,.5541385,12,15,2
7,9,2,74,.0527052,12,15,2
7,10,2,70,.7336944,12,15,2
7,11,1,17,.2845413,12,15,2
7,12,1,76,.2887424,12,15,2
7,13,2,55,.4525554,12,15,2
7,14,2,67,.842234,12,15,2
7,15,1,30,.5283526,12,15,2
7,16,2,15,.7914134,12,15,2
8,1,2,41,.3637555,12,15,2
8,2,1,63,.4106997,12,15,2
8,3,2,100,.6252518,12,15,2
8,4,1,12,.3679493,12,15,2
8,5,1,66,.7954465,12,15,2
8,6,2,20,.4671288,12,15,2
8,7,2,10,.8402669,12,15,2
8,8,2,51,.1435053,12,15,2
8,9,1,93,.9685221,12,15,2
8,10,1,23,.7853706,12,15,2
8,11,2,59,.9940206,12,15,2
8,12,1,26,.7568607,12,15,2
8,13,1,88,.6786268,12,15,2
8,14,2,30,.2755491,12,15,2
8,15,2,48,.5488644,12,15,2
8,16,1,13,.2019281,12,15,2
9,1,1,22,.8408956,12,15,2
9,2,2,23,.269839,12,15,2
9,3,2,58,.5920267,12,15,2
9,4,2,77,.7363326,12,15,2
9,5,2,82,.9806938,12,15,2
9,6,1,82,.1027082,12,15,2
9,7,1,20,.0313158,12,15,2
9,8,2,62,.1212673,12,15,2
9,9,1,18,.3408503,12,15,2
9,10,2,83,.7626422,12,15,2
9,11,1,68,.4215053,12,15,2
9,12,1,92,.7077398,12,15,2
9,13,2,30,.3055966,12,15,2
9,14,1,74,.8388865,12,15,2
9,15,2,35,.9147505,12,15,2
9,16,1,90,.6499118,12,15,2
10,1,2,24,.1534376,12,15,2
10,2,2,18,.323965,12,15,2
10,3,1,72,.1092122,12,15,2
10,4,1,59,.964055,12,15,2
10,5,1,40,.4955952,12,15,2
10,6,1,35,.8974753,12,15,2
10,7,1,73,.4668144,12,15,2
10,8,2,38,.7782474,12,15,2
10,9,2,14,.6066508,12,15,2
10,10,2,72,.0829659,12,15,2
10,11,2,37,.754348,12,15,2
10,12,2,71,.3517526,12,15,2
10,13,1,69,.1778586,12,15,2
10,14,2,54,.2754033,12,15,2
10,15,1,99,.0739016,12,15,2
10,16,1,97,.0351866,12,15,2
11,1,1,76,.7706648,12,15,2
11,2,1,16,.1138904,12,15,2
11,3,1,41,.4588843,12,15,2
11,4,2,27,.0790916,12,15,2
11,5,2,22,.7753702,12,15,2
11,6,2,19,.7914101,12,15,2
11,7,2,92,.3897634,12,15,2
11,8,1,41,.353694,12,15,2
11,9,2,46,.1094878,12,15,2
11,10,2,94,.2371575,12,15,2
11,11,1,70,.3937298,12,15,2
11,12,1,36,.1347554,12,15,2
11,13,1,57,.5062819,12,15,2
11,14,1,71,.1144061,12,15,2
11,15,2,88,.3016015,12,15,2
11,16,2,28,.5306021,12,15,2
12,1,1,75,.6431869,12,15,2
12,2,2,23,.5562196,12,15,2
12,3,2,71,.0093482,12,15,2
12,4,2,44,.6261198,12,15,2
12,5,1,87,.7156717,12,15,2
12,6,1,15,.696171,12,15,2
12,7,1,12,.7948115,12,15,2
12,8,1,63,.226644,12,15,2
12,9,2,97,.0979397,12,15,2
12,10,2,34,.3070322,12,15,2
12,11,2,73,.9633947,12,15,2
12,12,2,54,.1593564,12,15,2
12,13,1,70,.2143745,12,15,2
12,14,2,80,.1037989,12,15,2
12,15,1,89,.4608858,12,15,2
12,16,1,76,.0039238,12,15,2
13,1,2,76,.6071975,12,15,2
13,2,1,43,.6698551,12,15,2
13,3,2,23,.1724444,12,15,2
13,4,1,52,.017521,12,15,2
13,5,2,47,.2794442,12,15,2
13,6,2,22,.3183086,12,15,2
13,7,1,44,.2535094,12,15,2
13,8,1,83,.0958055,12,15,2
13,9,2,91,.5512432,12,15,2
13,10,2,15,.9747781,12,15,2
13,11,1,54,.0080404,12,15,2
13,12,2,78,.849637,12,15,2
13,13,2,56,.3683435,12,15,2
13,14,1,68,.9613556,12,15,2
13,15,1,41,.876874,12,15,2
13,16,1,20,.9065226,12,15,2
14,1,1,76,.971835,12,15,2
14,2,1,45,.8554929,12,15,2
14,3,1,49,.085043,12,15,2
14,4,2,21,.6459563,12,15,2
14,5,2,36,.8934932,12,15,2
14,6,2,63,.6023743,12,15,2
14,7,2,86,.9144869,12,15,2
14,8,1,76,.2855972,12,15,2
14,9,1,28,.4575654,12,15,2
14,10,1,52,.0308762,12,15,2
14,11,1,21,.5766667,12,15,2
14,12,2,45,.2347096,12,15,2
14,13,1,50,.2307561,12,15,2
14,14,2,92,.518792,12,15,2
14,15,2,72,.2134275,12,15,2
14,16,2,52,.3633887,12,15,2
15,1,1,40,.3826524,12,15,2
15,2,2,59,.2617547,12,15,2
15,3,2,86,.591078,12,15,2
15,4,1,94,.1271393,12,15,2
15,5,2,37,.1576552,12,15,2
15,6,1,11,.4667638,12,15,2
15,7,2,64,.9555669,12,15,2
15,8,1,28,.0671826,12,15,2
15,9,2,29,.2012949,12,15,2
15,10,1,23,.7525213,12,15,2
15,11,1,38,.402478,12,15,2
15,12,2,22,.9495077,12,15,2
15,13,1,59,.4459509,12,15,2
15,14,1,39,.4398771,12,15,2
15,15,2,97,.171014,12,15,2
15,16,2,38,.8028616,12,15,2
1,1,2,40,.7314464,4,5,3
1,2,1,24,.1699673,4,5,3
1,3,2,96,.1788592,4,5,3
1,4,2,60,.3509304,4,5,3
1,5,1,46,.961487,4,5,3
1,6,1,99,.0952958,4,5,3
1,7,2,74,.0015232,4,5,3
1,8,2,14,.5022195,4,5,3
1,9,1,31,.1647728,4,5,3
1,10,1,94,.4529183,4,5,3
1,11,2,32,.7634848,4,5,3
1,12,1,18,.0317368,4,5,3
1,13,1,76,.4414538,4,5,3
1,14,1,32,.7518655,4,5,3
1,15,2,87,.9161975,4,5,3
1,16,2,13,.5201023,4,5,3
2,1,1,81,.9536215,4,5,3
2,2,2,72,.020402,4,5,3
2,3,1,31,.8210594,4,5,3
2,4,1,72,.5803819,4,5,3
2,5,2,90,.3292618,4,5,3
2,6,1,50,.6740665,4,5,3
2,7,2,91,.8267107,4,5,3
2,8,2,52,.6836332,4,5,3
2,9,2,42,.8416101,4,5,3
2,10,2,61,.6912922,4,5,3
2,11,1,35,.5602948,4,5,3
2,12,1,99,.1415879,4,5,3
2,13,1,22,.2712428,4,5,3
2,14,2,65,.5548218,4,5,3
2,15,1,13,.7448623,4,5,3
2,16,2,34,.5712701,4,5,3
3,1,2,56,.8856759,4,5,3
3,2,2,70,.0714651,4,5,3
3,3,1,81,.8724354,4,5,3
3,4,1,54,.4104163,4,5,3
3,5,2,76,.9755218,4,5,3
3,6,1,94,.3637393,4,5,3
3,7,1,65,.6769886,4,5,3
3,8,1,41,.2485197,4,5,3
3,9,2,48,.9599889,4,5,3
3,10,2,89,.4190497,4,5,3
3,11,2,16,.9266983,4,5,3
3,12,1,31,.0958702,4,5,3
3,13,1,89,.5783556,4,5,3
3,14,1,18,.5848833,4,5,3
3,15,2,31,.0385286,4,5,3
3,16,2,32,.5029486,4,5,3
4,1,1,61,.2878366,4,5,3
4,2,1,52,.4234305,4,5,3
4,3,1,47,.8831183,4,5,3
4,4,1,53,.4541812,4,5,3
4,5,2,80,.4443292,4,5,3
4,6,2,84,.8759403,4,5,3
4,7,1,76,.0935248,4,5,3
4,8,2,35,.6875588,4,5,3
4,9,2,38,.1989157,4,5,3
4,10,2,59,.5756714,4,5,3
4,11,2,69,.7769771,4,5,3
4,12,1,22,.6361508,4,5,3
4,13,1,91,.4735135,4,5,3
4,14,2,89,.224512,4,5,3
4,15,1,34,.1022291,4,5,3
4,16,2,15,.0090645,4,5,3
5,1,2,85,.0515454,4,5,3
5,2,1,90,.9578641,4,5,3
5,3,1,81,.4128832,4,5,3
5,4,2,57,.0835889,4,5,3
5,5,1,12,.9899358,4,5,3
5,6,1,72,.4807743,4,5,3
5,7,2,18,.6742172,4,5,3
5,8,1,39,.3477806,4,5,3
5,9,2,33,.1999933,4,5,3
5,10,1,55,.259149,4,5,3
5,11,1,22,.0695995,4,5,3
5,12,1,50,.3212776,4,5,3
5,13,2,40,.9138075,4,5,3
5,14,2,51,.4408905,4,5,3
5,15,2,96,.3371567,4,5,3
5,16,2,28,.987865,4,5,3
6,1,2,26,.3628048,4,5,3
6,2,2,43,.6309806,4,5,3
6,3,1,44,.0825995,4,5,3
6,4,2,23,.3840964,4,5,3
6,5,2,12,.7551962,4,5,3
6,6,1,54,.3890064,4,5,3
6,7,2,43,.7213255,4,5,3
6,8,1,79,.0605405,4,5,3
6,9,2,12,.9813177,4,5,3
6,10,1,93,.5443306,4,5,3
6,11,2,39,.148291,4,5,3
6,12,1,60,.6013191,4,5,3
6,13,1,20,.2967531,4,5,3
6,14,2,94,.8231237,4,5,3
6,15,1,51,.9992853,4,5,3
6,16,1,56,.2066208,4,5,3
7,1,1,72,.5821747,4,5,3
7,2,1,30,.5283526,4,5,3
7,3,2,15,.7914134,4,5,3
7,4,1,15,.5541385,4,5,3
7,5,2,94,.7267466,4,5,3
7,6,2,95,.284959,4,5,3
7,7,2,55,.4525554,4,5,3
7,8,1,17,.2845413,4,5,3
7,9,1,83,.4311756,4,5,3
7,10,1,44,.2832283,4,5,3
7,11,2,12,.608602,4,5,3
7,12,2,70,.7336944,4,5,3
7,13,2,74,.0527052,4,5,3
7,14,1,59,.4010989,4,5,3
7,15,1,76,.2887424,4,5,3
7,16,2,67,.842234,4,5,3
8,1,2,51,.1435053,4,5,3
8,2,2,59,.9940206,4,5,3
8,3,1,93,.9685221,4,5,3
8,4,2,20,.4671288,4,5,3
8,5,1,12,.3679493,4,5,3
8,6,2,100,.6252518,4,5,3
8,7,1,63,.4106997,4,5,3
8,8,1,26,.7568607,4,5,3
8,9,2,41,.3637555,4,5,3
8,10,1,88,.6786268,4,5,3
8,11,1,66,.7954465,4,5,3
8,12,2,30,.2755491,4,5,3
8,13,2,48,.5488644,4,5,3
8,14,2,10,.8402669,4,5,3
8,15,1,13,.2019281,4,5,3
8,16,1,23,.7853706,4,5,3
9,1,2,58,.5920267,4,5,3
9,2,1,18,.3408503,4,5,3
9,3,1,92,.7077398,4,5,3
9,4,2,82,.9806938,4,5,3
9,5,1,90,.6499118,4,5,3
9,6,2,83,.7626422,4,5,3
9,7,1,22,.8408956,4,5,3
9,8,2,23,.269839,4,5,3
9,9,1,74,.8388865,4,5,3
9,10,2,77,.7363326,4,5,3
9,11,1,20,.0313158,4,5,3
9,12,2,35,.9147505,4,5,3
9,13,2,62,.1212673,4,5,3
9,14,1,68,.4215053,4,5,3
9,15,2,30,.3055966,4,5,3
9,16,1,82,.1027082,4,5,3
10,1,1,97,.0351866,4,5,3
10,2,1,35,.8974753,4,5,3
10,3,2,38,.7782474,4,5,3
10,4,1,59,.964055,4,5,3
10,5,2,18,.323965,4,5,3
10,6,1,72,.1092122,4,5,3
10,7,2,14,.6066508,4,5,3
10,8,2,37,.754348,4,5,3
10,9,1,73,.4668144,4,5,3
10,10,2,72,.0829659,4,5,3
10,11,2,54,.2754033,4,5,3
10,12,1,40,.4955952,4,5,3
10,13,1,69,.1778586,4,5,3
10,14,2,71,.3517526,4,5,3
10,15,2,24,.1534376,4,5,3
10,16,1,99,.0739016,4,5,3
11,1,2,94,.2371575,4,5,3
11,2,2,88,.3016015,4,5,3
11,3,1,76,.7706648,4,5,3
11,4,2,46,.1094878,4,5,3
11,5,1,71,.1144061,4,5,3
11,6,1,41,.353694,4,5,3
11,7,1,41,.4588843,4,5,3
11,8,2,19,.7914101,4,5,3
11,9,2,92,.3897634,4,5,3
11,10,2,28,.5306021,4,5,3
11,11,1,57,.5062819,4,5,3
11,12,2,22,.7753702,4,5,3
11,13,1,36,.1347554,4,5,3
11,14,1,16,.1138904,4,5,3
11,15,1,70,.3937298,4,5,3
11,16,2,27,.0790916,4,5,3
12,1,1,75,.6431869,4,5,3
12,2,1,63,.226644,4,5,3
12,3,2,97,.0979397,4,5,3
12,4,2,80,.1037989,4,5,3
12,5,1,76,.0039238,4,5,3
12,6,2,54,.1593564,4,5,3
12,7,1,70,.2143745,4,5,3
12,8,2,73,.9633947,4,5,3
12,9,1,15,.696171,4,5,3
12,10,2,71,.0093482,4,5,3
12,11,2,23,.5562196,4,5,3
12,12,1,89,.4608858,4,5,3
12,13,1,87,.7156717,4,5,3
12,14,1,12,.7948115,4,5,3
12,15,2,44,.6261198,4,5,3
12,16,2,34,.3070322,4,5,3
13,1,2,47,.2794442,4,5,3
13,2,1,41,.876874,4,5,3
13,3,2,15,.9747781,4,5,3
13,4,1,20,.9065226,4,5,3
13,5,1,68,.9613556,4,5,3
13,6,1,44,.2535094,4,5,3
13,7,2,91,.5512432,4,5,3
13,8,1,52,.017521,4,5,3
13,9,2,76,.6071975,4,5,3
13,10,1,83,.0958055,4,5,3
13,11,2,23,.1724444,4,5,3
13,12,2,22,.3183086,4,5,3
13,13,2,56,.3683435,4,5,3
13,14,2,78,.849637,4,5,3
13,15,1,54,.0080404,4,5,3
13,16,1,43,.6698551,4,5,3
14,1,2,52,.3633887,4,5,3
14,2,1,28,.4575654,4,5,3
14,3,1,76,.2855972,4,5,3
14,4,1,76,.971835,4,5,3
14,5,2,72,.2134275,4,5,3
14,6,2,63,.6023743,4,5,3
14,7,1,50,.2307561,4,5,3
14,8,2,45,.2347096,4,5,3
14,9,2,21,.6459563,4,5,3
14,10,2,86,.9144869,4,5,3
14,11,1,21,.5766667,4,5,3
14,12,2,36,.8934932,4,5,3
14,13,2,92,.518792,4,5,3
14,14,1,49,.085043,4,5,3
14,15,1,52,.0308762,4,5,3
14,16,1,45,.8554929,4,5,3
15,1,2,97,.171014,4,5,3
15,2,1,39,.4398771,4,5,3
15,3,2,59,.2617547,4,5,3
15,4,1,59,.4459509,4,5,3
15,5,2,22,.9495077,4,5,3
15,6,2,37,.1576552,4,5,3
15,7,1,40,.3826524,4,5,3
15,8,1,11,.4667638,4,5,3
15,9,2,38,.8028616,4,5,3
15,10,1,38,.402478,4,5,3
15,11,1,28,.0671826,4,5,3
15,12,2,86,.591078,4,5,3
15,13,2,29,.2012949,4,5,3
15,14,2,64,.9555669,4,5,3
15,15,1,23,.7525213,4,5,3
15,16,1,94,.1271393,4,5,3
