Period,Subject,Type,Cost,randomInput,periodPaid1,periodPaid2,treatmentOrder
16,10,1,24,.2396912,4,15,1
16,11,1,45,.9299601,4,15,1
16,12,2,59,.2284685,4,15,1
16,13,2,51,.5121043,4,15,1
16,14,1,15,.3047225,4,15,1
16,15,2,82,.7970225,4,15,1
16,16,1,28,.0532644,4,15,1
17,1,2,47,.3380337,4,15,1
17,2,1,78,.0659129,4,15,1
17,3,2,17,.2340126,4,15,1
17,4,2,81,.7428197,4,15,1
17,5,1,41,.6094117,4,15,1
17,6,1,73,.4572816,4,15,1
17,7,1,38,.4906014,4,15,1
17,8,1,16,.2995714,4,15,1
17,9,2,25,.6049566,4,15,1
17,10,2,49,.3252254,4,15,1
17,11,1,33,.5263947,4,15,1
17,12,2,17,.3593464,4,15,1
17,13,1,40,.3182966,4,15,1
17,14,2,74,.5963603,4,15,1
17,15,2,45,.5680476,4,15,1
17,16,1,27,.5378832,4,15,1
18,1,1,52,.3159272,4,15,1
18,2,2,10,.520993,4,15,1
18,3,2,22,.7538354,4,15,1
18,4,1,25,.8034307,4,15,1
18,5,2,90,.6285353,4,15,1
18,6,1,92,.1362284,4,15,1
18,7,2,40,.9595361,4,15,1
18,8,2,66,.5759833,4,15,1
18,9,1,82,.9931847,4,15,1
18,10,1,52,.8024532,4,15,1
18,11,2,83,.8853753,4,15,1
18,12,2,51,.3440449,4,15,1
18,13,1,50,.4275614,4,15,1
18,14,1,33,.3479264,4,15,1
18,15,1,89,.4467188,4,15,1
18,16,2,27,.6468866,4,15,1
19,1,1,71,.1935469,4,15,1
19,2,2,19,.1474679,4,15,1
19,3,1,55,.060448,4,15,1
19,4,2,46,.277389,4,15,1
19,5,1,92,.9126075,4,15,1
19,6,2,18,.9406589,4,15,1
19,7,1,62,.5382983,4,15,1
19,8,1,80,.8172345,4,15,1
19,9,2,39,.2234805,4,15,1
19,10,2,13,.7895043,4,15,1
19,11,1,38,.0614161,4,15,1
19,12,2,40,.0372336,4,15,1
19,13,1,38,.3889827,4,15,1
19,14,2,54,.5748702,4,15,1
19,15,1,33,.8171175,4,15,1
19,16,2,26,.5094222,4,15,1
20,1,1,10,.1278413,4,15,1
20,2,1,77,.5397844,4,15,1
20,3,2,36,.8105223,4,15,1
20,4,1,95,.9415076,4,15,1
20,5,2,21,.8355236,4,15,1
20,6,1,71,.7443438,4,15,1
20,7,1,50,.0647084,4,15,1
20,8,2,77,.9119341,4,15,1
20,9,2,82,.3058409,4,15,1
20,10,2,44,.1693589,4,15,1
20,11,1,93,.8168651,4,15,1
20,12,2,70,.3515876,4,15,1
20,13,2,49,.591778,4,15,1
20,14,1,69,.9834972,4,15,1
20,15,1,85,.1792541,4,15,1
20,16,2,59,.8197914,4,15,1
1,1,2,57,.7584549,12,18,2
1,2,1,69,.8569241,12,18,2
1,3,1,86,.3949205,12,18,2
1,4,1,82,.3480832,12,18,2
1,5,2,74,.0461444,12,18,2
1,6,2,82,.0407357,12,18,2
1,7,1,55,.0932993,12,18,2
1,8,2,79,.3228695,12,18,2
1,9,2,21,.767369,12,18,2
1,10,2,90,.420335,12,18,2
1,11,1,82,.8748812,12,18,2
1,12,1,50,.8542328,12,18,2
1,13,2,41,.2713094,12,18,2
1,14,1,13,.5373594,12,18,2
1,15,1,89,.8625177,12,18,2
1,16,2,35,.6312103,12,18,2
2,1,2,39,.4667892,12,18,2
2,2,1,51,.490927,12,18,2
2,3,2,18,.9050389,12,18,2
2,4,1,53,.4166498,12,18,2
2,5,1,21,.2256435,12,18,2
2,6,1,18,.8858367,12,18,2
2,7,1,82,.0518778,12,18,2
2,8,2,19,.8457184,12,18,2
2,9,1,93,.3057378,12,18,2
2,10,2,26,.2559827,12,18,2
2,11,2,74,.3940581,12,18,2
2,12,1,18,.4362146,12,18,2
2,13,2,16,.79228,12,18,2
2,14,2,96,.8363192,12,18,2
2,15,1,35,.7356222,12,18,2
2,16,2,58,.7189198,12,18,2
3,1,2,97,.4459378,12,18,2
3,2,2,12,.8230472,12,18,2
3,3,2,63,.9502915,12,18,2
3,4,2,35,.5387606,12,18,2
3,5,1,83,.6390867,12,18,2
3,6,2,13,.5623503,12,18,2
3,7,1,60,.0704198,12,18,2
3,8,2,72,.3353893,12,18,2
3,9,1,47,.6230131,12,18,2
3,10,2,79,.6081934,12,18,2
3,11,2,12,.2266908,12,18,2
3,12,1,61,.7623732,12,18,2
3,13,1,26,.5595415,12,18,2
3,14,1,95,.3665988,12,18,2
3,15,1,97,.2146658,12,18,2
3,16,1,42,.4632203,12,18,2
4,1,1,46,.2434633,12,18,2
4,2,2,38,.1990933,12,18,2
4,3,2,99,.8087486,12,18,2
4,4,1,65,.8386275,12,18,2
4,5,1,47,.257537,12,18,2
4,6,1,26,.6089728,12,18,2
4,7,2,80,.6515175,12,18,2
4,8,1,85,.9537543,12,18,2
4,9,1,81,.0700805,12,18,2
4,10,2,82,.3078001,12,18,2
4,11,2,33,.2678532,12,18,2
4,12,2,41,.374537,12,18,2
4,13,1,95,.0729994,12,18,2
4,14,1,11,.0284931,12,18,2
4,15,2,62,.307704,12,18,2
4,16,2,11,.3580028,12,18,2
5,1,1,71,.6981897,12,18,2
5,2,1,10,.2357763,12,18,2
5,3,1,61,.6019067,12,18,2
5,4,2,47,.8489222,12,18,2
5,5,1,98,.9660684,12,18,2
5,6,1,69,.1713752,12,18,2
5,7,2,96,.2771289,12,18,2
5,8,2,42,.4354849,12,18,2
5,9,2,20,.2652338,12,18,2
5,10,2,97,.133194,12,18,2
5,11,1,48,.3724965,12,18,2
5,12,1,78,.7755799,12,18,2
5,13,2,65,.878055,12,18,2
5,14,1,14,.9890351,12,18,2
5,15,2,81,.4482752,12,18,2
5,16,2,15,.2645741,12,18,2
6,1,1,30,.6706009,12,18,2
6,2,2,89,.0940863,12,18,2
6,3,1,55,.0650323,12,18,2
6,4,1,60,.0548494,12,18,2
6,5,1,67,.0135609,12,18,2
6,6,1,40,.6225649,12,18,2
6,7,2,71,.0401008,12,18,2
6,8,2,49,.9552135,12,18,2
6,9,2,94,.2886407,12,18,2
6,10,1,66,.8787317,12,18,2
6,11,2,23,.0494061,12,18,2
6,12,2,97,.4225335,12,18,2
6,13,1,11,.5311895,12,18,2
6,14,2,15,.243214,12,18,2
6,15,1,86,.8950216,12,18,2
6,16,2,66,.4291778,12,18,2
7,1,1,83,.6531225,12,18,2
7,2,1,87,.4726096,12,18,2
7,3,1,30,.5118673,12,18,2
7,4,2,30,.6416357,12,18,2
7,5,1,50,.4440438,12,18,2
7,6,2,88,.0786556,12,18,2
7,7,1,75,.4059855,12,18,2
7,8,1,13,.3844375,12,18,2
7,9,2,29,.4460088,12,18,2
7,10,1,23,.8214084,12,18,2
7,11,2,94,.0848615,12,18,2
7,12,1,41,.0210997,12,18,2
7,13,2,18,.3295801,12,18,2
7,14,2,48,.8575402,12,18,2
7,15,2,90,.9422125,12,18,2
7,16,2,89,.0651622,12,18,2
8,1,1,17,.5606599,12,18,2
8,2,1,90,.3414985,12,18,2
8,3,1,86,.31203,12,18,2
8,4,2,56,.7838375,12,18,2
8,5,1,46,.0922181,12,18,2
8,6,2,24,.155928,12,18,2
8,7,2,39,.8252826,12,18,2
8,8,2,63,.7812302,12,18,2
8,9,2,73,.1481782,12,18,2
8,10,1,87,.5546167,12,18,2
8,11,1,40,.1103062,12,18,2
8,12,1,62,.6601899,12,18,2
8,13,2,59,.0227159,12,18,2
8,14,2,50,.1396862,12,18,2
8,15,2,90,.2397619,12,18,2
8,16,1,17,.9648038,12,18,2
9,1,1,52,.8698044,12,18,2
9,2,2,16,.0202589,12,18,2
9,3,2,58,.0004361,12,18,2
9,4,2,88,.9630201,12,18,2
9,5,1,29,.2958197,12,18,2
9,6,2,41,.6502689,12,18,2
9,7,2,49,.9775718,12,18,2
9,8,1,67,.2014523,12,18,2
9,9,1,11,.8677171,12,18,2
9,10,2,28,.0958682,12,18,2
9,11,1,100,.5220122,12,18,2
9,12,2,98,.4724755,12,18,2
9,13,1,54,.6613185,12,18,2
9,14,1,11,.3136959,12,18,2
9,15,2,53,.4845293,12,18,2
9,16,1,43,.4987555,12,18,2
10,1,2,40,.9577938,12,18,2
10,2,1,62,.7342832,12,18,2
10,3,2,85,.8436717,12,18,2
10,4,2,68,.4323871,12,18,2
10,5,1,58,.7848887,12,18,2
10,6,1,60,.2804,12,18,2
10,7,2,29,.721198,12,18,2
10,8,1,87,.6441046,12,18,2
10,9,1,65,.1623755,12,18,2
10,10,1,51,.9155088,12,18,2
10,11,2,14,.0513343,12,18,2
10,12,1,56,.1974793,12,18,2
10,13,1,72,.9045646,12,18,2
10,14,2,86,.8131488,12,18,2
10,15,2,20,.5468625,12,18,2
10,16,2,64,.7845975,12,18,2
11,1,1,60,.6717145,12,18,2
11,2,2,97,.857905,12,18,2
11,3,1,22,.9714496,12,18,2
11,4,2,27,.6806651,12,18,2
11,5,1,69,.4212558,12,18,2
11,6,1,77,.1014319,12,18,2
11,7,1,35,.9893822,12,18,2
11,8,2,66,.1854826,12,18,2
11,9,2,34,.8828142,12,18,2
11,10,2,98,.6523672,12,18,2
11,11,1,64,.7415925,12,18,2
11,12,2,64,.7954443,12,18,2
11,13,1,10,.9288148,12,18,2
11,14,2,32,.2694834,12,18,2
11,15,2,100,.551591,12,18,2
11,16,1,49,.7450026,12,18,2
12,1,1,64,.1494396,12,18,2
12,2,2,85,.6766409,12,18,2
12,3,2,50,.3549696,12,18,2
12,4,2,39,.9419348,12,18,2
12,5,2,11,.1769755,12,18,2
12,6,1,62,.5002038,12,18,2
12,7,2,15,.8963009,12,18,2
12,8,1,85,.2118226,12,18,2
12,9,1,49,.5668951,12,18,2
12,10,1,67,.4739748,12,18,2
12,11,1,92,.7612222,12,18,2
12,12,2,25,.480038,12,18,2
12,13,1,82,.6460087,12,18,2
12,14,1,64,.3652841,12,18,2
12,15,2,90,.9879728,12,18,2
12,16,2,76,.5074627,12,18,2
13,1,1,90,.5265405,12,18,2
13,2,2,15,.5054029,12,18,2
13,3,1,29,.8796959,12,18,2
13,4,2,32,.1890383,12,18,2
13,5,1,90,.9597386,12,18,2
13,6,2,76,.8397481,12,18,2
13,7,2,58,.1070859,12,18,2
13,8,2,92,.6385146,12,18,2
13,9,2,60,.3441962,12,18,2
13,10,1,46,.7501705,12,18,2
13,11,1,39,.2513687,12,18,2
13,12,2,30,.8834238,12,18,2
13,13,1,44,.5361585,12,18,2
13,14,1,11,.1625385,12,18,2
13,15,1,33,.1120181,12,18,2
13,16,2,100,.5780268,12,18,2
14,1,2,78,.0678407,12,18,2
14,2,1,73,.3577935,12,18,2
14,3,2,40,.3384723,12,18,2
14,4,1,67,.1477448,12,18,2
14,5,2,71,.1123296,12,18,2
14,6,2,14,.3544568,12,18,2
14,7,1,44,.8562343,12,18,2
14,8,1,57,.3147897,12,18,2
14,9,2,30,.6807056,12,18,2
14,10,1,92,.364228,12,18,2
14,11,1,70,.557031,12,18,2
14,12,2,79,.1407714,12,18,2
14,13,1,91,.2753976,12,18,2
14,14,1,12,.1378193,12,18,2
14,15,2,67,.3551428,12,18,2
14,16,2,26,.9643264,12,18,2
15,1,2,39,.6738467,12,18,2
15,2,2,43,.3423306,12,18,2
15,3,1,27,.4374596,12,18,2
15,4,1,98,.45318,12,18,2
15,5,2,60,.0202866,12,18,2
15,6,2,52,.4805223,12,18,2
15,7,1,26,.0949814,12,18,2
15,8,1,75,.229425,12,18,2
15,9,2,38,.3365987,12,18,2
15,10,1,33,.5180702,12,18,2
15,11,1,91,.670288,12,18,2
15,12,1,72,.8906678,12,18,2
15,13,2,74,.0309864,12,18,2
15,14,2,95,.7370578,12,18,2
15,15,1,88,.7565228,12,18,2
15,16,2,39,.1024188,12,18,2
16,1,2,51,.5121043,12,18,2
16,2,1,87,.4215509,12,18,2
16,3,1,48,.4225634,12,18,2
16,4,1,81,.60115,12,18,2
16,5,2,50,.3934514,12,18,2
16,6,1,24,.2396912,12,18,2
16,7,1,28,.0532644,12,18,2
16,8,2,26,.9730256,12,18,2
16,9,2,82,.7970225,12,18,2
16,10,2,19,.2765986,12,18,2
16,11,1,66,.3102967,12,18,2
16,12,2,74,.4843284,12,18,2
16,13,1,15,.3047225,12,18,2
16,14,1,45,.9299601,12,18,2
16,15,2,59,.2284685,12,18,2
16,16,2,91,.6176149,12,18,2
17,1,1,33,.5263947,12,18,2
17,2,1,78,.0659129,12,18,2
17,3,1,16,.2995714,12,18,2
17,4,1,41,.6094117,12,18,2
17,5,1,73,.4572816,12,18,2
17,6,1,38,.4906014,12,18,2
17,7,2,81,.7428197,12,18,2
17,8,2,74,.5963603,12,18,2
17,9,2,17,.3593464,12,18,2
17,10,2,47,.3380337,12,18,2
17,11,1,40,.3182966,12,18,2
17,12,2,25,.6049566,12,18,2
17,13,2,17,.2340126,12,18,2
17,14,2,49,.3252254,12,18,2
17,15,1,27,.5378832,12,18,2
17,16,2,45,.5680476,12,18,2
18,1,2,22,.7538354,12,18,2
18,2,2,51,.3440449,12,18,2
18,3,1,89,.4467188,12,18,2
18,4,1,25,.8034307,12,18,2
18,5,1,82,.9931847,12,18,2
18,6,1,50,.4275614,12,18,2
18,7,2,10,.520993,12,18,2
18,8,1,92,.1362284,12,18,2
18,9,2,40,.9595361,12,18,2
18,10,2,90,.6285353,12,18,2
18,11,2,66,.5759833,12,18,2
18,12,1,33,.3479264,12,18,2
18,13,1,52,.3159272,12,18,2
18,14,2,83,.8853753,12,18,2
18,15,2,27,.6468866,12,18,2
18,16,1,52,.8024532,12,18,2
19,1,1,38,.0614161,12,18,2
19,2,1,92,.9126075,12,18,2
19,3,2,54,.5748702,12,18,2
19,4,2,26,.5094222,12,18,2
19,5,2,13,.7895043,12,18,2
19,6,1,55,.060448,12,18,2
19,7,1,62,.5382983,12,18,2
19,8,1,80,.8172345,12,18,2
19,9,1,38,.3889827,12,18,2
19,10,2,40,.0372336,12,18,2
19,11,2,18,.9406589,12,18,2
19,12,1,71,.1935469,12,18,2
19,13,2,46,.277389,12,18,2
19,14,1,33,.8171175,12,18,2
19,15,2,19,.1474679,12,18,2
19,16,2,39,.2234805,12,18,2
20,1,1,93,.8168651,12,18,2
20,2,2,70,.3515876,12,18,2
20,3,2,44,.1693589,12,18,2
20,4,1,69,.9834972,12,18,2
20,5,1,95,.9415076,12,18,2
20,6,2,36,.8105223,12,18,2
20,7,2,49,.591778,12,18,2
20,8,2,77,.9119341,12,18,2
20,9,2,59,.8197914,12,18,2
20,10,1,85,.1792541,12,18,2
20,11,1,71,.7443438,12,18,2
20,12,2,82,.3058409,12,18,2
20,13,1,50,.0647084,12,18,2
20,14,1,10,.1278413,12,18,2
20,15,1,77,.5397844,12,18,2
20,16,2,21,.8355236,12,18,2
1,1,1,82,.3480832,5,10,3
1,2,1,89,.8625177,5,10,3
1,3,2,74,.0461444,5,10,3
1,4,1,86,.3949205,5,10,3
1,5,1,13,.5373594,5,10,3
1,6,2,21,.767369,5,10,3
1,7,2,79,.3228695,5,10,3
1,8,2,35,.6312103,5,10,3
1,9,1,50,.8542328,5,10,3
1,10,2,90,.420335,5,10,3
1,11,2,57,.7584549,5,10,3
1,12,2,41,.2713094,5,10,3
1,13,1,55,.0932993,5,10,3
1,14,2,82,.0407357,5,10,3
1,15,1,69,.8569241,5,10,3
1,16,1,82,.8748812,5,10,3
2,1,1,18,.4362146,5,10,3
2,2,1,82,.0518778,5,10,3
2,3,1,18,.8858367,5,10,3
2,4,2,58,.7189198,5,10,3
2,5,1,35,.7356222,5,10,3
2,6,2,74,.3940581,5,10,3
2,7,2,26,.2559827,5,10,3
2,8,1,51,.490927,5,10,3
2,9,2,39,.4667892,5,10,3
2,10,2,18,.9050389,5,10,3
2,11,1,93,.3057378,5,10,3
2,12,1,21,.2256435,5,10,3
2,13,2,19,.8457184,5,10,3
2,14,2,16,.79228,5,10,3
2,15,1,53,.4166498,5,10,3
2,16,2,96,.8363192,5,10,3
3,1,2,12,.2266908,5,10,3
3,2,1,47,.6230131,5,10,3
3,3,2,72,.3353893,5,10,3
3,4,1,61,.7623732,5,10,3
3,5,1,42,.4632203,5,10,3
3,6,1,83,.6390867,5,10,3
3,7,2,12,.8230472,5,10,3
3,8,2,79,.6081934,5,10,3
3,9,1,60,.0704198,5,10,3
3,10,1,97,.2146658,5,10,3
3,11,1,95,.3665988,5,10,3
3,12,2,97,.4459378,5,10,3
3,13,2,63,.9502915,5,10,3
3,14,1,26,.5595415,5,10,3
3,15,2,13,.5623503,5,10,3
3,16,2,35,.5387606,5,10,3
4,1,1,47,.257537,5,10,3
4,2,1,95,.0729994,5,10,3
4,3,2,33,.2678532,5,10,3
4,4,2,38,.1990933,5,10,3
4,5,2,62,.307704,5,10,3
4,6,1,46,.2434633,5,10,3
4,7,2,82,.3078001,5,10,3
4,8,1,26,.6089728,5,10,3
4,9,1,65,.8386275,5,10,3
4,10,2,80,.6515175,5,10,3
4,11,1,81,.0700805,5,10,3
4,12,2,41,.374537,5,10,3
4,13,1,11,.0284931,5,10,3
4,14,1,85,.9537543,5,10,3
4,15,2,11,.3580028,5,10,3
4,16,2,99,.8087486,5,10,3
5,1,2,15,.2645741,5,10,3
5,2,1,61,.6019067,5,10,3
5,3,2,47,.8489222,5,10,3
5,4,2,20,.2652338,5,10,3
5,5,1,71,.6981897,5,10,3
5,6,2,96,.2771289,5,10,3
5,7,2,65,.878055,5,10,3
5,8,2,81,.4482752,5,10,3
5,9,1,14,.9890351,5,10,3
5,10,2,42,.4354849,5,10,3
5,11,1,69,.1713752,5,10,3
5,12,1,10,.2357763,5,10,3
5,13,1,78,.7755799,5,10,3
5,14,1,98,.9660684,5,10,3
5,15,2,97,.133194,5,10,3
5,16,1,48,.3724965,5,10,3
6,1,1,67,.0135609,5,10,3
6,2,2,15,.243214,5,10,3
6,3,1,86,.8950216,5,10,3
6,4,1,66,.8787317,5,10,3
6,5,2,66,.4291778,5,10,3
6,6,2,97,.4225335,5,10,3
6,7,1,60,.0548494,5,10,3
6,8,2,49,.9552135,5,10,3
6,9,1,30,.6706009,5,10,3
6,10,2,89,.0940863,5,10,3
6,11,1,55,.0650323,5,10,3
6,12,2,71,.0401008,5,10,3
6,13,1,11,.5311895,5,10,3
6,14,2,23,.0494061,5,10,3
6,15,1,40,.6225649,5,10,3
