Period,Subject,Type,Cost,randomInput,periodPaid1,periodPaid2,treatmentOrder
13,14,2,80,.7485159,7,15,1
13,15,1,95,.5705692,7,15,1
13,16,2,20,.9760132,7,15,1
14,1,1,65,.4878478,7,15,1
14,2,2,26,.776579,7,15,1
14,3,1,36,.8629219,7,15,1
14,4,2,82,.9708354,7,15,1
14,5,2,21,.7492073,7,15,1
14,6,1,32,.0893016,7,15,1
14,7,1,49,.0123829,7,15,1
14,8,1,93,.9568114,7,15,1
14,9,1,85,.6314165,7,15,1
14,10,2,90,.3740011,7,15,1
14,11,2,44,.7451686,7,15,1
14,12,2,77,.9040766,7,15,1
14,13,1,72,.0476836,7,15,1
14,14,2,29,.9396828,7,15,1
14,15,2,96,.1414369,7,15,1
14,16,1,19,.8454474,7,15,1
15,1,1,65,.0605297,7,15,1
15,2,2,62,.2062269,7,15,1
15,3,2,37,.4269042,7,15,1
15,4,2,36,.8361628,7,15,1
15,5,2,81,.5856969,7,15,1
15,6,1,100,.1755597,7,15,1
15,7,1,11,.2780248,7,15,1
15,8,2,100,.3647199,7,15,1
15,9,1,51,.1017005,7,15,1
15,10,1,66,.0259392,7,15,1
15,11,2,25,.9568133,7,15,1
15,12,1,44,.3774974,7,15,1
15,13,2,94,.1006511,7,15,1
15,14,2,96,.833777,7,15,1
15,15,1,86,.2698966,7,15,1
15,16,1,47,.94978,7,15,1
1,1,1,81,.2749049,2,7,2
1,2,2,74,.5431943,2,7,2
1,3,1,37,.8691027,2,7,2
1,4,2,99,.4105217,2,7,2
1,5,2,85,.1515373,2,7,2
1,6,1,46,.4234781,2,7,2
1,7,2,39,.4356245,2,7,2
1,8,1,34,.5809477,2,7,2
1,9,1,94,.3921171,2,7,2
1,10,2,14,.7101692,2,7,2
1,11,2,88,.758861,2,7,2
1,12,1,24,.9483399,2,7,2
1,13,1,41,.6483777,2,7,2
1,14,2,76,.2744848,2,7,2
1,15,2,73,.2007281,2,7,2
1,16,1,91,.5141329,2,7,2
2,1,2,68,.071716,2,7,2
2,2,2,78,.2936772,2,7,2
2,3,1,60,.3324065,2,7,2
2,4,2,87,.3504321,2,7,2
2,5,2,73,.4405089,2,7,2
2,6,1,98,.5248147,2,7,2
2,7,1,22,.5069337,2,7,2
2,8,2,93,.6106972,2,7,2
2,9,1,18,.7492028,2,7,2
2,10,1,56,.1503977,2,7,2
2,11,1,27,.7960942,2,7,2
2,12,1,78,.6593252,2,7,2
2,13,1,31,.2150307,2,7,2
2,14,2,52,.8230489,2,7,2
2,15,2,26,.2580015,2,7,2
2,16,2,24,.5048754,2,7,2
3,1,1,51,.5965306,2,7,2
3,2,1,89,.0157781,2,7,2
3,3,2,60,.608062,2,7,2
3,4,1,20,.171885,2,7,2
3,5,1,61,.2864395,2,7,2
3,6,2,62,.9169098,2,7,2
3,7,1,59,.7629834,2,7,2
3,8,2,93,.4435021,2,7,2
3,9,2,65,.4261578,2,7,2
3,10,2,39,.5353136,2,7,2
3,11,1,95,.3096765,2,7,2
3,12,1,71,.769429,2,7,2
3,13,1,12,.4254203,2,7,2
3,14,2,51,.694871,2,7,2
3,15,2,65,.5394842,2,7,2
3,16,2,52,.63682,2,7,2
4,1,1,44,.6730648,2,7,2
4,2,1,17,.582042,2,7,2
4,3,1,19,.1010531,2,7,2
4,4,1,48,.6197616,2,7,2
4,5,2,52,.7203122,2,7,2
4,6,2,98,.6829858,2,7,2
4,7,2,89,.8404867,2,7,2
4,8,1,28,.5392462,2,7,2
4,9,1,25,.6484436,2,7,2
4,10,1,35,.1015469,2,7,2
4,11,2,13,.0706282,2,7,2
4,12,2,95,.7468486,2,7,2
4,13,2,54,.473402,2,7,2
4,14,2,52,.8191085,2,7,2
4,15,1,85,.2390074,2,7,2
4,16,2,33,.5914615,2,7,2
5,1,1,94,.4540689,2,7,2
5,2,1,35,.7383522,2,7,2
5,3,1,76,.5368646,2,7,2
5,4,2,36,.8258622,2,7,2
5,5,2,81,.3066813,2,7,2
5,6,2,94,.975181,2,7,2
5,7,2,72,.2027481,2,7,2
5,8,2,12,.8450227,2,7,2
5,9,1,56,.196834,2,7,2
5,10,2,99,.4207327,2,7,2
5,11,1,32,.1038641,2,7,2
5,12,1,60,.6888285,2,7,2
5,13,2,80,.1621745,2,7,2
5,14,2,71,.7272129,2,7,2
5,15,1,60,.1411606,2,7,2
5,16,1,35,.7673011,2,7,2
6,1,2,34,.4605435,2,7,2
6,2,1,63,.7971206,2,7,2
6,3,2,62,.809316,2,7,2
6,4,1,53,.9884817,2,7,2
6,5,1,95,.5736181,2,7,2
6,6,2,84,.6103889,2,7,2
6,7,1,95,.5412822,2,7,2
6,8,1,90,.8756366,2,7,2
6,9,2,76,.2723525,2,7,2
6,10,1,55,.0653007,2,7,2
6,11,2,87,.7058641,2,7,2
6,12,2,65,.7109385,2,7,2
6,13,2,100,.9563435,2,7,2
6,14,2,25,.4282015,2,7,2
6,15,1,53,.1899415,2,7,2
6,16,1,96,.1268962,2,7,2
7,1,2,79,.4836578,2,7,2
7,2,2,86,.8945437,2,7,2
7,3,1,15,.023042,2,7,2
7,4,2,93,.5460675,2,7,2
7,5,2,56,.3548683,2,7,2
7,6,1,83,.6514303,2,7,2
7,7,1,79,.3480113,2,7,2
7,8,1,22,.9663523,2,7,2
7,9,1,13,.4016038,2,7,2
7,10,1,30,.5668017,2,7,2
7,11,2,85,.3224186,2,7,2
7,12,2,13,.6488512,2,7,2
7,13,2,89,.5666128,2,7,2
7,14,1,23,.4198792,2,7,2
7,15,1,13,.5247387,2,7,2
7,16,2,15,.6807777,2,7,2
8,1,1,82,.3269082,2,7,2
8,2,2,100,.4671497,2,7,2
8,3,2,68,.9793394,2,7,2
8,4,1,85,.8506156,2,7,2
8,5,2,24,.9711019,2,7,2
8,6,1,26,.1280366,2,7,2
8,7,1,23,.1484267,2,7,2
8,8,2,83,.5149383,2,7,2
8,9,1,98,.3877894,2,7,2
8,10,2,84,.057203,2,7,2
8,11,2,35,.525717,2,7,2
8,12,2,78,.9594041,2,7,2
8,13,1,14,.1029608,2,7,2
8,14,1,26,.5047855,2,7,2
8,15,1,49,.0120659,2,7,2
8,16,2,83,.8842508,2,7,2
9,1,1,85,.6108381,2,7,2
9,2,1,43,.8593206,2,7,2
9,3,2,32,.3552339,2,7,2
9,4,2,93,.2275608,2,7,2
9,5,1,84,.4967464,2,7,2
9,6,2,93,.7433827,2,7,2
9,7,2,49,.1722953,2,7,2
9,8,1,24,.4038589,2,7,2
9,9,1,71,.2581921,2,7,2
9,10,1,46,.4693592,2,7,2
9,11,2,30,.6988789,2,7,2
9,12,2,29,.2411718,2,7,2
9,13,2,98,.9038351,2,7,2
9,14,1,20,.6493368,2,7,2
9,15,1,98,.1001339,2,7,2
9,16,2,16,.2078211,2,7,2
10,1,1,91,.2137597,2,7,2
10,2,1,60,.2844673,2,7,2
10,3,1,39,.408202,2,7,2
10,4,2,55,.8861102,2,7,2
10,5,1,55,.2978017,2,7,2
10,6,2,50,.9854958,2,7,2
10,7,1,35,.1083647,2,7,2
10,8,2,53,.0287218,2,7,2
10,9,2,56,.8428424,2,7,2
10,10,1,59,.4829127,2,7,2
10,11,2,90,.2354002,2,7,2
10,12,1,48,.4634036,2,7,2
10,13,2,74,.8375229,2,7,2
10,14,2,54,.1043429,2,7,2
10,15,1,84,.6268337,2,7,2
10,16,2,44,.0689994,2,7,2
11,1,2,55,.192038,2,7,2
11,2,1,49,.0631987,2,7,2
11,3,1,21,.9846975,2,7,2
11,4,1,33,.8400632,2,7,2
11,5,2,40,.9592977,2,7,2
11,6,1,35,.6598166,2,7,2
11,7,2,35,.1675397,2,7,2
11,8,2,28,.3657839,2,7,2
11,9,1,94,.5967736,2,7,2
11,10,2,83,.6583278,2,7,2
11,11,2,88,.318846,2,7,2
11,12,1,50,.0101111,2,7,2
11,13,1,96,.0683799,2,7,2
11,14,2,94,.3477195,2,7,2
11,15,2,35,.4403554,2,7,2
11,16,1,10,.7697656,2,7,2
12,1,1,13,.0716126,2,7,2
12,2,2,89,.5032063,2,7,2
12,3,1,18,.3694873,2,7,2
12,4,1,69,.2755582,2,7,2
12,5,2,84,.0793832,2,7,2
12,6,1,93,.5538824,2,7,2
12,7,1,32,.927562,2,7,2
12,8,2,35,.7060496,2,7,2
12,9,2,42,.8555307,2,7,2
12,10,1,42,.7861432,2,7,2
12,11,2,26,.5318906,2,7,2
12,12,2,71,.0481513,2,7,2
12,13,2,38,.388054,2,7,2
12,14,2,86,.1392924,2,7,2
12,15,1,19,.3956135,2,7,2
12,16,1,16,.8083375,2,7,2
13,1,1,36,.4714059,2,7,2
13,2,1,25,.6799337,2,7,2
13,3,1,37,.6472003,2,7,2
13,4,2,12,.1549266,2,7,2
13,5,2,60,.5050979,2,7,2
13,6,1,37,.7391294,2,7,2
13,7,1,26,.6682868,2,7,2
13,8,2,59,.833941,2,7,2
13,9,1,95,.5705692,2,7,2
13,10,2,66,.2712167,2,7,2
13,11,2,20,.9760132,2,7,2
13,12,1,28,.0694098,2,7,2
13,13,2,80,.7485159,2,7,2
13,14,2,17,.2151906,2,7,2
13,15,1,61,.4392309,2,7,2
13,16,2,14,.1813546,2,7,2
14,1,2,26,.776579,2,7,2
14,2,1,36,.8629219,2,7,2
14,3,1,65,.4878478,2,7,2
14,4,2,29,.9396828,2,7,2
14,5,2,90,.3740011,2,7,2
14,6,2,44,.7451686,2,7,2
14,7,1,32,.0893016,2,7,2
14,8,1,93,.9568114,2,7,2
14,9,1,49,.0123829,2,7,2
14,10,1,85,.6314165,2,7,2
14,11,2,96,.1414369,2,7,2
14,12,1,72,.0476836,2,7,2
14,13,2,77,.9040766,2,7,2
14,14,1,19,.8454474,2,7,2
14,15,2,82,.9708354,2,7,2
14,16,2,21,.7492073,2,7,2
15,1,1,47,.94978,2,7,2
15,2,1,100,.1755597,2,7,2
15,3,2,94,.1006511,2,7,2
15,4,2,62,.2062269,2,7,2
15,5,2,36,.8361628,2,7,2
15,6,2,96,.833777,2,7,2
15,7,1,51,.1017005,2,7,2
15,8,1,44,.3774974,2,7,2
15,9,1,11,.2780248,2,7,2
15,10,1,66,.0259392,2,7,2
15,11,2,25,.9568133,2,7,2
15,12,2,81,.5856969,2,7,2
15,13,1,65,.0605297,2,7,2
15,14,2,37,.4269042,2,7,2
15,15,2,100,.3647199,2,7,2
15,16,1,86,.2698966,2,7,2
1,1,2,74,.5431943,6,11,3
1,2,2,14,.7101692,6,11,3
1,3,1,46,.4234781,6,11,3
1,4,1,34,.5809477,6,11,3
1,5,2,99,.4105217,6,11,3
1,6,2,88,.758861,6,11,3
1,7,1,41,.6483777,6,11,3
1,8,2,85,.1515373,6,11,3
1,9,1,94,.3921171,6,11,3
1,10,1,91,.5141329,6,11,3
1,11,1,24,.9483399,6,11,3
1,12,2,39,.4356245,6,11,3
1,13,2,76,.2744848,6,11,3
1,14,2,73,.2007281,6,11,3
1,15,1,37,.8691027,6,11,3
1,16,1,81,.2749049,6,11,3
2,1,1,98,.5248147,6,11,3
2,2,1,60,.3324065,6,11,3
2,3,1,31,.2150307,6,11,3
2,4,2,87,.3504321,6,11,3
2,5,2,93,.6106972,6,11,3
2,6,2,26,.2580015,6,11,3
2,7,1,18,.7492028,6,11,3
2,8,2,24,.5048754,6,11,3
2,9,2,52,.8230489,6,11,3
2,10,2,68,.071716,6,11,3
2,11,2,78,.2936772,6,11,3
2,12,1,27,.7960942,6,11,3
2,13,1,78,.6593252,6,11,3
2,14,2,73,.4405089,6,11,3
2,15,1,56,.1503977,6,11,3
2,16,1,22,.5069337,6,11,3
3,1,1,59,.7629834,6,11,3
3,2,2,65,.4261578,6,11,3
3,3,1,61,.2864395,6,11,3
3,4,2,60,.608062,6,11,3
3,5,2,62,.9169098,6,11,3
3,6,1,12,.4254203,6,11,3
3,7,1,20,.171885,6,11,3
3,8,2,39,.5353136,6,11,3
3,9,1,89,.0157781,6,11,3
3,10,2,93,.4435021,6,11,3
3,11,2,65,.5394842,6,11,3
3,12,2,52,.63682,6,11,3
3,13,1,95,.3096765,6,11,3
3,14,1,71,.769429,6,11,3
3,15,2,51,.694871,6,11,3
3,16,1,51,.5965306,6,11,3
4,1,2,98,.6829858,6,11,3
4,2,2,52,.7203122,6,11,3
4,3,2,52,.8191085,6,11,3
4,4,1,19,.1010531,6,11,3
4,5,2,89,.8404867,6,11,3
4,6,1,85,.2390074,6,11,3
4,7,2,33,.5914615,6,11,3
4,8,2,54,.473402,6,11,3
4,9,1,44,.6730648,6,11,3
4,10,2,13,.0706282,6,11,3
4,11,1,25,.6484436,6,11,3
4,12,2,95,.7468486,6,11,3
4,13,1,48,.6197616,6,11,3
4,14,1,28,.5392462,6,11,3
4,15,1,35,.1015469,6,11,3
4,16,1,17,.582042,6,11,3
5,1,2,99,.4207327,6,11,3
5,2,1,60,.6888285,6,11,3
5,3,1,76,.5368646,6,11,3
5,4,2,80,.1621745,6,11,3
5,5,1,35,.7383522,6,11,3
5,6,2,94,.975181,6,11,3
5,7,1,60,.1411606,6,11,3
5,8,1,32,.1038641,6,11,3
5,9,2,81,.3066813,6,11,3
5,10,2,12,.8450227,6,11,3
5,11,2,71,.7272129,6,11,3
5,12,2,36,.8258622,6,11,3
5,13,1,35,.7673011,6,11,3
5,14,1,94,.4540689,6,11,3
5,15,1,56,.196834,6,11,3
5,16,2,72,.2027481,6,11,3
6,1,2,62,.809316,6,11,3
6,2,2,87,.7058641,6,11,3
6,3,2,65,.7109385,6,11,3
6,4,2,84,.6103889,6,11,3
6,5,1,63,.7971206,6,11,3
6,6,1,95,.5412822,6,11,3
6,7,1,53,.1899415,6,11,3
6,8,2,25,.4282015,6,11,3
6,9,1,95,.5736181,6,11,3
6,10,2,34,.4605435,6,11,3
6,11,1,55,.0653007,6,11,3
6,12,1,90,.8756366,6,11,3
6,13,1,96,.1268962,6,11,3
6,14,2,100,.9563435,6,11,3
6,15,1,53,.9884817,6,11,3
6,16,2,76,.2723525,6,11,3
7,1,2,79,.4836578,6,11,3
7,2,2,86,.8945437,6,11,3
7,3,2,13,.6488512,6,11,3
7,4,1,79,.3480113,6,11,3
7,5,1,13,.4016038,6,11,3
7,6,2,93,.5460675,6,11,3
7,7,2,89,.5666128,6,11,3
7,8,2,85,.3224186,6,11,3
7,9,1,30,.5668017,6,11,3
7,10,2,56,.3548683,6,11,3
7,11,1,83,.6514303,6,11,3
7,12,1,13,.5247387,6,11,3
7,13,1,23,.4198792,6,11,3
7,14,2,15,.6807777,6,11,3
7,15,1,15,.023042,6,11,3
7,16,1,22,.9663523,6,11,3
8,1,1,26,.5047855,6,11,3
8,2,1,23,.1484267,6,11,3
8,3,2,83,.8842508,6,11,3
8,4,1,26,.1280366,6,11,3
8,5,2,24,.9711019,6,11,3
8,6,1,98,.3877894,6,11,3
8,7,2,68,.9793394,6,11,3
8,8,1,82,.3269082,6,11,3
8,9,1,85,.8506156,6,11,3
8,10,2,83,.5149383,6,11,3
8,11,2,35,.525717,6,11,3
8,12,2,100,.4671497,6,11,3
8,13,2,84,.057203,6,11,3
8,14,2,78,.9594041,6,11,3
8,15,1,14,.1029608,6,11,3
8,16,1,49,.0120659,6,11,3
9,1,1,24,.4038589,6,11,3
9,2,1,84,.4967464,6,11,3
9,3,1,98,.1001339,6,11,3
9,4,2,30,.6988789,6,11,3
9,5,2,93,.7433827,6,11,3
9,6,1,85,.6108381,6,11,3
9,7,1,43,.8593206,6,11,3
9,8,2,49,.1722953,6,11,3
9,9,1,71,.2581921,6,11,3
9,10,1,46,.4693592,6,11,3
9,11,1,20,.6493368,6,11,3
9,12,2,98,.9038351,6,11,3
9,13,2,29,.2411718,6,11,3
9,14,2,93,.2275608,6,11,3
9,15,2,16,.2078211,6,11,3
9,16,2,32,.3552339,6,11,3
10,1,2,55,.8861102,6,11,3
10,2,2,50,.9854958,6,11,3
10,3,2,54,.1043429,6,11,3
10,4,1,48,.4634036,6,11,3
10,5,2,44,.0689994,6,11,3
10,6,1,39,.408202,6,11,3
10,7,2,74,.8375229,6,11,3
10,8,1,59,.4829127,6,11,3
10,9,2,53,.0287218,6,11,3
10,10,1,60,.2844673,6,11,3
10,11,2,90,.2354002,6,11,3
10,12,1,91,.2137597,6,11,3
10,13,1,55,.2978017,6,11,3
10,14,1,35,.1083647,6,11,3
10,15,2,56,.8428424,6,11,3
10,16,1,84,.6268337,6,11,3
11,1,1,21,.9846975,6,11,3
11,2,2,35,.1675397,6,11,3
11,3,1,96,.0683799,6,11,3
11,4,2,94,.3477195,6,11,3
11,5,2,28,.3657839,6,11,3
11,6,2,55,.192038,6,11,3
11,7,2,88,.318846,6,11,3
11,8,2,40,.9592977,6,11,3
11,9,1,94,.5967736,6,11,3
11,10,1,49,.0631987,6,11,3
11,11,1,35,.6598166,6,11,3
11,12,2,83,.6583278,6,11,3
11,13,2,35,.4403554,6,11,3
11,14,1,50,.0101111,6,11,3
11,15,1,33,.8400632,6,11,3
11,16,1,10,.7697656,6,11,3
12,1,2,84,.0793832,6,11,3
12,2,2,26,.5318906,6,11,3
12,3,2,38,.388054,6,11,3
12,4,1,69,.2755582,6,11,3
12,5,1,19,.3956135,6,11,3
12,6,1,32,.927562,6,11,3
12,7,1,42,.7861432,6,11,3
12,8,2,35,.7060496,6,11,3
12,9,1,18,.3694873,6,11,3
12,10,2,71,.0481513,6,11,3
12,11,1,16,.8083375,6,11,3
12,12,1,93,.5538824,6,11,3
12,13,2,86,.1392924,6,11,3
12,14,2,89,.5032063,6,11,3
12,15,2,42,.8555307,6,11,3
12,16,1,13,.0716126,6,11,3
13,1,1,37,.7391294,6,11,3
13,2,2,12,.1549266,6,11,3
13,3,1,26,.6682868,6,11,3
13,4,2,60,.5050979,6,11,3
13,5,2,59,.833941,6,11,3
13,6,1,36,.4714059,6,11,3
13,7,1,37,.6472003,6,11,3
13,8,2,20,.9760132,6,11,3
13,9,1,95,.5705692,6,11,3
13,10,1,61,.4392309,6,11,3
13,11,2,80,.7485159,6,11,3
13,12,1,25,.6799337,6,11,3
13,13,2,14,.1813546,6,11,3
13,14,2,66,.2712167,6,11,3
13,15,2,17,.2151906,6,11,3
13,16,1,28,.0694098,6,11,3
14,1,1,72,.0476836,6,11,3
14,2,2,29,.9396828,6,11,3
14,3,1,93,.9568114,6,11,3
14,4,2,77,.9040766,6,11,3
14,5,2,82,.9708354,6,11,3
14,6,2,26,.776579,6,11,3
14,7,1,19,.8454474,6,11,3
14,8,2,44,.7451686,6,11,3
14,9,2,90,.3740011,6,11,3
14,10,1,85,.6314165,6,11,3
14,11,2,96,.1414369,6,11,3
14,12,1,65,.4878478,6,11,3
14,13,1,36,.8629219,6,11,3
14,14,2,21,.7492073,6,11,3
14,15,1,49,.0123829,6,11,3
14,16,1,32,.0893016,6,11,3
15,1,1,86,.2698966,6,11,3
15,2,1,47,.94978,6,11,3
15,3,2,94,.1006511,6,11,3
15,4,2,96,.833777,6,11,3
15,5,1,100,.1755597,6,11,3
15,6,2,36,.8361628,6,11,3
15,7,1,65,.0605297,6,11,3
15,8,1,11,.2780248,6,11,3
15,9,1,66,.0259392,6,11,3
15,10,2,100,.3647199,6,11,3
15,11,1,51,.1017005,6,11,3
15,12,2,62,.2062269,6,11,3
15,13,1,44,.3774974,6,11,3
15,14,2,37,.4269042,6,11,3
15,15,2,81,.5856969,6,11,3
15,16,2,25,.9568133,6,11,3
